$1_superfecta.numbers,$1_superfecta.paid,$1_trifecta.numbers,$1_trifecta.paid,$2_exacta.numbers,$2_exacta.paid,1.daily_double.numbers,1.daily_double.paid,1.exacta.numbers,1.exacta.paid,1.first.gate,1.first.name,1.first.place,1.first.show,1.first.win,1.second.gate,1.second.name,1.second.place,1.second.show,1.superfecta.numbers,1.superfecta.paid,1.third.gate,1.third.name,1.third.show,1.trifecta.numbers,1.trifecta.paid,10.daily_double.numbers,10.daily_double.paid,10.exacta.numbers,10.exacta.paid,10.first.gate,10.first.name,10.first.place,10.first.show,10.first.win,10.pick_3.numbers,10.pick_3.paid,10.pick_4.numbers,10.pick_4.paid,10.pick_5.numbers,10.pick_5.paid,10.second.gate,10.second.name,10.second.place,10.second.show,10.superfecta.numbers,10.superfecta.paid,10.third.gate,10.third.name,10.third.show,11.daily_double.numbers,11.daily_double.paid,11.exacta.numbers,11.exacta.paid,11.first.gate,11.first.name,11.first.place,11.first.show,11.first.win,11.pick_3.numbers,11.pick_3.paid,11.pick_4.numbers,11.pick_4.paid,11.pick_5.numbers,11.pick_5.paid,11.second.gate,11.second.name,11.second.place,11.second.show,11.superfecta.numbers,11.superfecta.paid,11.third.gate,11.third.name,11.third.show,11.trifecta.numbers,11.trifecta.paid,2.daily_double.numbers,2.daily_double.paid,2.exacta.numbers,2.exacta.paid,2.first.gate,2.first.name,2.first.place,2.first.show,2.first.win,2.second.gate,2.second.name,2.second.place,2.second.show,2.superfecta.numbers,2.superfecta.paid,2.third.gate,2.third.name,2.third.show,2.trifecta.numbers,2.trifecta.paid,3.daily_double.numbers,3.daily_double.paid,3.exacta.numbers,3.exacta.paid,3.first.gate,3.first.name,3.first.place,3.first.show,3.first.win,3.pick_3.numbers,3.pick_3.paid,3.second.gate,3.second.name,3.second.place,3.second.show,3.superfecta.numbers,3.superfecta.paid,3.third.gate,3.third.name,3.third.show,3.trifecta.numbers,3.trifecta.paid,4.daily_double.numbers,4.daily_double.paid,4.exacta.numbers,4.exacta.paid,4.first.gate,4.first.name,4.first.place,4.first.show,4.first.win,4.pick_3.numbers,4.pick_3.paid,4.pick_4.numbers,4.pick_4.paid,4.second.gate,4.second.name,4.second.place,4.second.show,4.superfecta.numbers,4.superfecta.paid,4.third.gate,4.third.name,4.third.show,4.trifecta.numbers,4.trifecta.paid,5.daily_double.numbers,5.daily_double.paid,5.exacta.numbers,5.exacta.paid,5.first.gate,5.first.name,5.first.place,5.first.show,5.first.win,5.pick_3.numbers,5.pick_3.paid,5.second.gate,5.second.name,5.second.place,5.second.show,5.superfecta.numbers,5.superfecta.paid,5.third.gate,5.third.name,5.third.show,5.trifecta.numbers,5.trifecta.paid,6.daily_double.numbers,6.daily_double.paid,6.exacta.numbers,6.exacta.paid,6.first.gate,6.first.name,6.first.place,6.first.show,6.first.win,6.pick_3.numbers,6.pick_3.paid,6.second.gate,6.second.name,6.second.place,6.second.show,6.superfecta.numbers,6.superfecta.paid,6.third.gate,6.third.name,6.third.show,6.trifecta.numbers,6.trifecta.paid,7.daily_double.numbers,7.daily_double.paid,7.exacta.numbers,7.exacta.paid,7.first.gate,7.first.name,7.first.place,7.first.show,7.first.win,7.pick_3.numbers,7.pick_3.paid,7.pick_4.numbers,7.pick_4.paid,7.second.gate,7.second.name,7.second.place,7.second.show,7.superfecta.numbers,7.superfecta.paid,7.third.gate,7.third.name,7.third.show,7.trifecta.numbers,7.trifecta.paid,8.daily_double.numbers,8.daily_double.paid,8.exacta.numbers,8.exacta.paid,8.first.gate,8.first.name,8.first.place,8.first.show,8.first.win,8.pick_3.numbers,8.pick_3.paid,8.second.gate,8.second.name,8.second.place,8.second.show,8.superfecta.numbers,8.superfecta.paid,8.third.gate,8.third.name,8.third.show,8.trifecta.numbers,8.trifecta.paid,9.daily_double.numbers,9.daily_double.paid,9.exacta.numbers,9.exacta.paid,9.first.gate,9.first.name,9.first.place,9.first.show,9.first.win,9.pick_3.numbers,9.pick_3.paid,9.pick_4.numbers,9.pick_4.paid,9.pick_5.numbers,9.pick_5.paid,9.second.gate,9.second.name,9.second.place,9.second.show,9.superfecta.numbers,9.superfecta.paid,9.third.gate,9.third.name,9.third.show,9.trifecta.numbers,9.trifecta.paid,year
,,,,,,,,3-5,15.4,3,Crooked As Can Be,2.1,,3.4,5,Straight Up Bill,4.4,,,,1,Bank The Eight,,,,7-1,62.4,1-2,48.6,1,Tiz A Treat,7.6,4.4,22.0,,,,,,,2,Justice Judy,3.2,2.4,1-2-8-4,1160.4,8,Out To Sea,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3-2,10.0,2-1,16.4,2,Ocean Bertie,3.0,2.2,4.6,1,Trans Continental,3.8,2.6,,,5,Merveilleuse,2.4,2-1-5,51.4,2-1,14.4,1-3,9.4,1,Magical Moment,2.6,,5.8,3-2-1,36.6,3,Corso's Law,2.2,,,,2,Wilcox,,,,1-2,69.2,2-6,81.2,2,Spring Included,7.4,4.0,24.4,,,,,6,Gamblers Rose,3.4,2.4,2-6-3-1,1818.4,3,Bluegrass Gin,3.8,,,2-7,113.8,7-8,40.6,7,Jane Peterson,4.0,3.2,7.2,,,8,Cabana,5.4,3.6,,,5,Annulment,3.2,7-8-5,139.4,7-8,47.6,8-9,136.2,8,Forty Four North,8.4,5.4,17.4,,,9,Next In Line,8.8,5.2,8-9-3-2,1777.2,3,Top Priority,4.0,,,8-6,76.6,6-2,100.4,6,Moon Traveler,6.0,4.6,11.2,,,,,2,Bold Shot,6.4,4.2,6-2-10-4,2765.4,10,China Holiday,5.6,,,6-1,151.0,1-6,52.8,1,Swept Up,6.0,4.2,14.0,,,6,Unbridledexplosion,4.6,3.0,1-6-7-8,599.2,7,Nanette's Spirit,2.8,,,1-7,33.6,7-3,13.4,7,Sweet Cassiopeia,3.0,2.4,5.8,,,,,,,3,Point To The Wild,2.6,2.4,7-3-2-4,271.8,2,Queen Negwer,4.0,,,2014-05-10
,,,,,,,,2-6,8.6,2,River Cruising,2.6,2.2,5.0,6,Thanks Bro,2.2,2.1,2-6-1-4,49.6,1,World Tour,2.6,2-6-1,14.2,4-2,120.6,2-6,96.6,2,World Is Watching,7.4,5.0,16.2,,,,,,,6,Clovelly,5.0,3.4,2-6-1-5,2626.8,1,Branded Hand,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2-4,27.0,4-2,42.6,4,Clever Royal,5.2,2.8,11.4,2,Sunquero,4.6,2.6,4-2-5-6,303.6,5,Indian Pegasus,2.2,,,4-5,39.4,5-2,34.4,5,Officer Griffin,4.2,2.8,8.8,,,2,Mean Marine,4.6,3.2,,,1,He's So Fine,2.6,5-2-1,81.8,5-1,33.4,1-5,24.0,1,Duval,4.2,3.0,6.6,,,,,5,Cha Mono,4.2,2.6,1-5-6-3,272.6,6,Late Night Lu,3.0,,,1-9,43.0,9-2,44.2,9,Florida Won,5.2,3.4,8.8,,,2,Sportscaster,5.8,4.4,9-2-3-6,2009.2,3,Afleet Moss,4.6,,,9-2,55.2,2-7,35.4,2,Kitty's Turn,3.6,3.2,7.4,,,7,Five Times Again,4.8,3.2,2-7-5-4,1259.4,5,Overthehump,6.6,,,2-3,19.0,3-7,19.6,3,Great Call,3.2,2.6,5.4,,,,,7,Fela Kuti,3.8,3.2,3-7-6-2,129.8,6,Expensive Candy,3.4,,,3-7,30.8,7-1,29.8,7,Avanzare,4.0,3.0,6.8,,,1,Red Strike,4.4,3.2,7-1-9-11,4212.6,9,Braveman,5.2,,,7-4,49.6,4-6,77.0,4,Eriugena (ire),7.0,4.8,16.0,,,,,,,6,Brainwash,4.2,2.8,4-6-8-1,869.2,8,For Greater Glory,3.0,,,2014-05-11
,,,,,,,,3-1,11.0,3,Givmethreestepsmr,2.4,2.1,4.2,1,Northern Borealis,3.4,2.2,3-1-6-5,56.6,6,Go Daddy Girl,2.1,3-1-6,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-5,37.4,5-6,85.6,5,Milehigh Butterfly,8.0,3.8,20.6,6,Zip It Kim,5.0,3.2,5-6-3-2,1989.0,3,Frosty Friday,3.4,,,5-6,61.4,6-1,18.2,6,Turn By Turn,3.0,,8.0,3-5-6,155.4,1,Gift Receipt,2.4,,,,3,Ms Hoochie Coochie,,,,6-4,38.2,4-3,21.4,4,Soto's Hija,3.0,2.1,10.2,,,,,3,Diamond Creek,2.1,2.1,4-3-2-7,105.4,2,Miesque Amour,2.2,,,4-1,40.2,1-2,57.0,1,Run Hide My Girl,3.2,3.4,5.6,,,2,The Conception,8.4,4.0,1-2-6-8,827.8,6,Bump Bump,2.8,,,1-6,72.4,6-8,47.6,6,Tiz Tebow Time,6.6,3.8,17.4,,,8,Lucky Pursuit,2.6,2.4,6-8-5-7,831.4,5,Dynaskra,3.6,,,6-10,66.0,10-5,51.4,10,Adulare,4.2,4.6,7.2,,,,,5,Channeling,7.8,7.8,10-5-4-7,4924.0,4,Harborplace,16.2,,,10-2,48.2,2-4,39.4,2,Signature Seven,4.2,3.2,7.8,,,4,Rope A Dope,3.2,2.6,,,5,Bern' James Bern,2.4,2-4-5,79.8,2-9,360.8,9-2,396.0,9,Proud English,25.2,11.4,75.4,,,,,,,2,Gracee Goo,6.8,5.4,9-2-1-10,10485.2,1,Prado's Empress,4.0,,,2014-05-15
,,,,,,,,5-1,10.8,5,Sky Bistro,2.4,2.1,4.8,1,Move The Chains,2.2,2.1,,,4,Unbridled Graduate,2.8,5-1-4,20.2,1-4,195.2,4-3,376.6,4,Metz,34.2,11.8,126.6,,,,,,,3,First Beach,3.6,2.2,4-3-1-5,5389.0,1,Jinx The Cat,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,5-4,9.8,4-5,11.4,4,State Visit,2.6,2.1,3.4,5,Cora Mesa,4.2,3.2,,,1,Queen Daenerys,3.2,4-5-1,32.8,4-2,6.0,2-7,67.8,2,Oh Wise One,3.0,2.2,4.2,,,7,Secret Garden,15.0,5.6,2-7-3-5,856.2,3,Contessa B.,3.0,,,2-1,29.0,1-2,29.2,1,Empire Taker,5.4,3.4,12.8,,,,,2,Thunder's Rollin',3.4,3.4,1-2-6-3,812.0,6,Act Of Heroism,5.8,,,1-1,40.6,1-6,10.4,1,Poppy's Dream,2.4,2.1,3.4,,,6,Fab Autumn Girl,3.0,2.2,,,2,Wonderful Miss Bea,2.2,1-6-2,22.2,1-6,33.2,6-1,87.8,6,Barber Shop Rock,7.8,3.6,22.4,,,1,Wingate Hall,3.4,2.6,6-1-5-4,739.4,5,Classic Stance,2.6,,,6-5,72.2,5-4,16.8,5,Alert And Perky,3.2,2.4,7.2,,,,,4,Shirota,2.6,2.1,5-4-3-7,1805.4,3,Shere Khan,6.8,,,5-6,35.4,6-1,87.2,6,The Absolute One,5.2,4.4,9.0,,,1,Visionary Ruler,8.2,6.0,6-1-2-5,2932.4,2,Anyriderill Do,9.2,,,6-1,22.8,1-6,6.8,1,Sassy Kiss,2.4,,4.0,,,,,,,6,Wholelotaroyalty,2.2,,,,2,Cash Is Queen,,1-6-2,20.0,2014-05-16
,,,,,,,,4-3,19.8,4,Twin Engine,4.0,2.4,6.8,3,Lookn Mighty Fast,3.4,2.4,,,1,Montezuma Express,3.0,4-3-1,73.0,2-4,53.6,4-6,208.0,4,Praia,10.0,7.0,23.0,,,,,,,6,Gulsary (ire),9.6,5.6,4-6-5-8,14617.0,5,Topic,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4-3,12.2,3-1,11.2,3,Barry Shortpants,2.2,2.1,2.8,1,Mr. Swagger,4.2,3.0,3-1-5-4,125.6,5,Hidden Brook,3.0,,,3-3,8.8,3-5,27.6,3,Run Away's Sis,3.6,2.4,5.2,,,5,Shy Rosa,4.6,2.4,3-5-4-1,370.4,4,My Christini,2.8,,,3-1,28.0,1-7,24.4,1,Escape Artist,4.2,2.4,8.6,,,,,7,El Zohan,3.8,2.4,1-7-2-3,181.6,2,John Gordon,2.8,,,1-5,355.6,5-3,300.4,5,Maid On A Mission,24.6,10.4,82.8,,,3,Faerie Queene,4.0,3.0,5-3-4-8,32132.4,4,Zadina,9.2,,,5-2,362.8,2-5,21.8,2,Liberal Spin,3.2,2.8,5.0,,,5,Gun Roar,4.4,3.4,2-5-3-7,485.8,3,Smoking Romance,4.0,,,2-4,38.8,4-3,43.0,4,Tap And Trade,5.6,3.4,12.6,,,,,3,Pure Luxury,3.8,3.0,4-3-2-1,425.0,2,Ty Boo,2.6,,,4-2,76.4,2-6,101.2,2,Bitty Kitty,6.2,3.8,12.0,,,6,Late Night Artist,9.4,5.6,2-6-4-11,3353.0,4,Treaty Oak,5.8,,,2-2,39.8,2-7,13.0,2,Treasury Bill,3.0,2.4,5.0,,,,,,,7,Mio D'oro,3.0,2.4,2-7-4-6,126.8,4,Blue Y Gold (arg),3.0,,,2014-05-17
,,,,,,,,2-5,24.4,2,Kiawah's Warrior,3.4,2.1,5.0,5,Duke Of Viseu,6.0,3.0,,,1,Acts Like Gold,2.6,2-5-1,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-1,13.4,1-3,15.2,1,Big Town,3.0,2.1,4.6,3,One King's Man,2.8,2.1,,,2,Conspiracy,2.4,1-3-2,34.0,1-3,16.8,3-5,31.4,3,Greengrassofyoming,4.0,2.8,7.6,,,5,Bim Bam,3.8,2.8,3-5-2-7,350.6,2,Dream Man,3.8,,,3-5,35.2,5-3,24.6,5,Katy Lied,3.0,2.4,8.4,,,,,3,Sense Of A Woman,3.2,2.6,,,4,Cherokee Callie,2.8,5-3-4,113.0,5-6,62.2,6-12,41.6,6,Peneleput,4.4,3.6,8.2,,,12,She's Not Here,5.2,4.4,6-12-3-5,1037.8,3,Malhama,5.0,,,6-5,23.0,5-4,19.0,5,Freebie's Sister,3.0,2.4,4.6,,,4,Another Trick,3.6,2.6,5-4-7-2,172.4,7,Dontbetellinme,2.6,,,5-7,27.2,7-4,85.2,7,Avicii,7.0,3.4,15.0,,,,,4,Sweet Shirley Mae,5.0,3.0,7-4-6-2,1182.0,6,Keening,2.6,,,7-4,47.8,4-11,22.2,4,Dynamic Decision,3.0,2.2,4.4,,,11,Cov,5.0,3.0,4-11-7-10,312.0,7,Arch Pearl,2.8,,,4-7,10.0,7-2,13.8,7,County Corrections,2.4,2.1,3.4,,,,,,,2,Spring Action,3.8,2.6,7-2-4-5,84.6,4,One More Night,2.6,,,2014-05-18
,,,,,,,,4-5,10.4,4,Rousanne,2.1,,2.4,5,Greely's Striker,3.8,,,,1,Sunrise Countess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-1,12.6,1-3,19.2,,Hunting Hill,3.4,2.6,7.6,3,Dream Of Bertie,2.8,2.1,,,4,Indygo Star,2.2,1-3-4,44.8,1-4,97.4,4-10,60.6,4,Vindication Now,8.0,5.4,24.6,,,10,Jomelo,2.6,2.2,4-10-5-9,619.8,5,English Pound,3.4,,,4-3,105.6,3-5,23.8,3,Divine Thunder,3.2,2.4,6.4,,,,,5,Mr. Right,3.2,2.4,3-5-6-2,329.2,6,Rincon Behr,4.6,,,3-5,33.6,5-3,12.8,5,Brown Eyed Mary,2.8,2.6,6.2,,,3,Rulelikecleopatra,2.2,2.1,5-3-2-1,109.8,2,Blutadda,3.0,,,5-6,41.4,6-2,70.0,6,Doubly Distinct,4.0,3.0,8.2,,,2,Rednamite,8.6,4.0,6-2-3-5,1061.8,3,Let's Go Ben,2.8,,,6-2,26.0,2-6,46.8,2,Rooster Cruiser,3.4,3.0,5.6,,,,,6,Efficient Market,9.0,5.0,2-6-8-4,690.8,8,Artillery,2.8,,,2-1,15.2,1-4,18.8,1,Highroller Dave,2.8,2.2,4.0,,,4,Pedrolino,3.8,2.2,1-4-6-3,224.0,6,Froggyville,3.0,,,1-5,53.0,5-4,100.0,5,Saturday Launch,9.6,5.4,22.2,,,,,,,4,Dynamical,4.6,3.0,5-4-8-9,2738.4,8,Victory Courts,3.2,,,2014-05-22
,,,,,,,,1-5,35.8,1,Twenty Three Darby,5.2,2.4,7.6,5,J. L.'s Princess,4.2,2.6,,,4,Hot And Dangerous,2.1,1-5-4,52.2,3-8,71.6,8-1,67.0,8,Dream Softly,6.2,3.8,14.4,,,,,,,1,Crissy Field,4.4,3.2,8-1-3-6,2037.4,3,Woo Pass,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1-6,15.2,6-5,7.0,6,Lucky Player,2.4,,3.2,5,Corps Of Discovery,3.6,,,,,Storm Off,,,,6-3,16.8,3-1,23.2,3,Lady Marian,4.0,2.6,9.2,,,1,Sugar Run Wild,2.8,2.2,3-1-6-2,146.2,6,Mexican Miss,2.2,,,3-4,61.6,4-3,53.2,4,Jester And Me,4.8,3.0,10.6,,,,,3,Black Opal,4.4,2.8,4-3-6-7,743.8,6,Centella,2.6,,,4-6,55.2,6-2,12.6,6,Archenland,3.2,2.2,7.0,,,2,Pocket Medal,2.4,2.1,6-2-4-7,87.0,4,Hancho,2.1,,,6-5,19.2,5-3,130.2,5,Valala,3.8,3.0,6.4,,,3,Ms Delfy,18.4,7.8,5-3-2-1,1651.2,2,Celebrategoodtimes,2.8,,,5-4,25.2,4-6,22.0,4,Bellarmine,3.2,2.6,6.2,,,,,6,Pick Of The Litter,3.8,2.6,4-6-3-5,133.0,3,Guilt Trip,2.4,,,4-2,37.8,2-1,33.2,2,Shaun's Blessing,5.2,3.6,8.6,,,,Kilted Cowboy,3.6,2.2,2-1-4-5,212.4,4,Northeast Bound,2.4,,,2-3,46.8,3-5,24.0,3,Full Dancer,4.0,2.8,8.0,,,,,,,5,Sheikinator,3.2,2.4,3-5-2-4,960.4,2,Moon Traveler,3.6,,,2014-05-23
,,,,,,,,6-5,21.6,6,He's Dangerous,2.6,2.1,2.8,5,Eben Alsafa,6.2,3.2,,,2,Rip And Roll,2.2,6-5-2,45.6,1-2,12.8,2-6,17.4,2,War Dancer,2.4,2.2,3.8,,,,,,,6,Suntracer,5.8,3.4,2-6-3-1,375.2,3,Moro Tap,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,6-6,9.4,6-2,17.2,6,Determined Yankee,3.2,2.2,5.2,2,Tavara,3.0,2.2,6-2-1-3,87.2,1,Cajun Diva,2.4,,,6-7,30.8,7-1,104.0,7,Ariadna,4.0,3.0,7.6,,,1,Kiss,13.0,6.4,7-1-5-2,1776.2,5,Shimmy,3.0,,,7-6,19.0,6-3,19.2,6,Quiet Force,2.8,2.6,5.2,,,,,3,Bailoutbobby,4.2,3.0,6-3-7-9,1118.2,7,March Reward,3.8,,,6-4,23.6,4-5,44.6,4,Almost Famous,4.6,3.2,6.0,,,5,Braveman,7.8,3.6,4-5-1-2,195.0,1,Proud Strike,2.2,,,4-2,27.2,2-1,11.0,2,True Kinection,2.4,2.2,6.2,,,1,Ms. Zenergy,2.4,2.1,2-1-3-4,267.0,3,Grace And Grit,3.0,,,2-1,28.8,1-2,31.4,1,Saffron Hall,4.6,2.8,8.2,,,,,2,Aqtaar,5.2,3.4,1-2-4-5,966.6,4,Hesinfront,2.6,,,1-2,25.4,2-5,17.8,2,Handmade,2.6,2.1,3.6,,,5,Pretty Fancy,4.6,3.0,2-5-3-6,222.2,3,Defoe Street,2.6,,,2-1,13.2,1-3,27.6,1,Tres Belle,3.6,2.4,4.6,,,,,,,3,Misszippityslewda,5.2,3.4,1-3-5-2,291.6,5,Elusive Fate,2.4,,,2014-05-24
,,,,,,,,5-4,21.6,5,Kodiak Syd,2.2,2.1,3.0,4,R W Stretch,8.0,8.2,5-4-2-3,1027.4,2,Heza Royal One,11.0,5-4-2,169.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-5,4.0,5-4,3.4,5,Lincoln Law,2.1,,2.6,4,Tyler T,2.4,,,,2,Bull Gato,,,,5-5,33.8,5-2,125.8,5,Double Rah Rah,12.4,6.6,21.6,,,2,Circle Unbroken,6.0,3.6,,,1,Wild Target,3.2,5-2-1,385.0,5-2,103.8,2-4,15.4,2,Kiwi Notion,3.0,2.2,6.0,,,,,4,Proud Maxx,2.4,2.1,2-4-1-6,277.6,1,R K's Afleet,4.0,,,2-6,78.4,6-2,54.4,6,For Goodness Sake,5.6,3.2,18.6,,,2,Bourbon Sense,2.6,2.4,6-2-3-1,2248.2,3,Petalesharo,5.0,,,6-10,50.4,10-5,36.6,10,Law Dog,4.2,3.0,9.0,,,5,Smoke Town,5.2,3.4,10-5-9-3,517.6,9,Pending Asset,3.0,,,10-5,19.0,5-3,13.8,5,Bird Maker,2.8,2.4,4.2,,,,,3,Homesick Angel,3.8,3.2,,,4,Annuity,2.8,5-3-4,54.2,5-4,9.8,4-1,7.4,4,Senior Prom,2.2,2.1,3.4,,,1,Twenty In One,2.8,2.8,4-1-6-3,331.4,6,Rumba,6.6,,,4-3,19.2,3-4,63.2,3,Strike Charmer,6.2,4.0,10.4,,,,,,,4,Princess Mariah,8.2,5.0,3-4-7-9,1752.8,7,Personal Diary,3.4,,,2014-05-25
4/1/6/5,79.8,4/1/6,38.7,4/1,24.4,,,,,,,2.6,2.1,3.8,,,7.0,3.6,,,,,2.2,,,8-9,138.2,9-4,103.8,9,Southern Honey,6.8,6.2,10.2,,,,,,,4,Socialbug,8.6,6.6,9-4-8-3,11760.0,8,Warm Breeze,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,6-1,21.0,1-5,34.0,1,Big John B,4.8,3.2,8.0,5,Key To Power,4.6,3.0,1-5-4-3,236.0,4,Tiz Sardonic Joe,2.4,,,1-4,61.2,4-5,27.4,4,Rififi,3.8,3.0,8.4,,,5,Tarpy's Dream,3.0,2.1,4-5-1-2,91.2,1,Justice Judy,2.1,,,4-6,66.8,6-7,58.2,6,Risky Asset,6.4,5.4,13.2,,,,,7,Victory Colors,6.2,5.2,6-7-3-5,1336.8,3,Indian Pegasus,7.0,,,6-6,40.4,6-2,25.0,6,Format V.,3.4,3.0,6.0,,,2,Reason To Be Proud,4.8,3.6,6-2-7-4,666.2,7,Calbo,3.6,,,6-5,65.6,5-1,54.6,5,Pernicious,5.6,4.6,13.2,,,,Not To Yield,4.6,4.8,5-1-7-2,857.6,1,All Cash,4.8,,,5-7,260.2,7-1,104.2,7,Bagg O'day,11.2,6.0,34.8,,,,,1,Viva Majorca,3.0,2.2,7-1-8-3,1470.6,8,Big Sugar Soda,3.8,,,7-5,322.0,5-4,116.8,5,Good Lord,7.8,6.0,16.0,,,4,Red Hot Randy,7.2,4.4,5-4-9-8,2343.2,9,Squadron A,4.2,,,5-8,163.6,8-5,91.2,8,Golden Story,6.4,6.0,12.0,,,,,,,5,Dr. Hal,8.6,5.8,8-5-10-12,27642.0,10,So So Worth It,18.0,,,2014-05-26
,,,,,,,,6-5,9.4,6,Unbridled Reward,2.6,2.1,3.2,5,Heart's Song,4.0,2.4,,,4,Haveyouseenmypappy,2.4,6-5-4,27.6,2-7,19.0,7-10,12.6,7,Moonlit Stroll,2.8,2.6,6.0,,,,,,,10,Zamquick,2.4,2.4,7-10-8-6,125.6,8,In My Time,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,6-1,14.4,1-3,11.8,1,Magical Moment,3.0,,4.8,3,Winkatdawat,2.6,,,,4,Aroney,,,,1-5,14.2,5-2,10.4,5,Cash Control,2.6,2.1,3.4,,,2,Shanon Nicole,3.4,2.4,,,1,Tiz Windy,2.2,5-2-1,17.6,5-5,36.8,5-4,45.0,5,Mrs Mcgowan,5.6,3.0,11.8,,,,,4,Littlemissperfect,3.6,2.1,,,,Shakesperian Dream,2.2,5-4-1,85.6,5-6,70.4,6-7,28.0,6,Argumental,4.8,2.8,10.2,,,7,Alexander Thegreat,4.8,2.8,6-7-4-2,935.2,4,Baumgartner,3.2,,,6-1,24.8,1-6,32.6,1,Adios West,2.8,2.4,3.8,,,6,Lost Kodiak,9.8,5.0,1-6-2-7,810.6,2,Flying Monarch,3.0,,,1-6,18.4,6-4,11.4,6,Gal About Town,2.6,,4.8,6-1-6,134.0,,,4,Run A Risk,2.8,,,,1,Sassy Kitten,,,,6-1,10.4,1-3,16.0,1,Prosecution,2.6,2.2,3.4,,,3,Dyker Beach,3.6,2.6,1-3-5-2,203.0,5,Signature Seven,2.6,,,1-2,10.0,2-7,20.4,2,Awesome Jill,2.8,2.6,4.8,,,,,,,7,Streethomealabama,4.0,3.2,2-7-5-6,543.6,5,She's Justified,4.8,,,2014-05-30
,,,,,,,,5-4,8.4,5,Diamond Creek,2.2,2.1,3.4,4,Miesque Amour,2.8,2.4,5-4-3-2,87.8,3,Miss Ziggy,3.6,5-4-3,39.0,6-7,10.4,7-1,8.2,7,Regally Ready,2.4,2.1,3.2,,,,,,,1,Villandry,3.0,2.4,7-1-6-9,198.2,6,Paris Vegas,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,5-2,11.0,2-4,32.8,2,Enclosure,3.4,2.2,6.2,4,Kitty's Turn,5.2,3.0,2-4-6-1,353.6,6,Brown Eyed Jozi,2.6,,,2-6,41.0,6-1,53.8,6,Midnight Notes,4.0,2.8,9.4,,,1,Magna Breeze,5.2,3.6,6-1-4-7,282.2,4,Flattermejim,2.4,,,6-3,143.4,3-4,171.0,3,Voodoo Woman,12.4,5.8,35.0,,,,,4,Lola Getz,5.2,2.8,3-4-2-7,758.6,2,Oh If I Catch You,3.2,,,3-7,121.6,7-6,22.4,7,Infant Gold,3.2,2.1,5.2,,,6,Kowboy Tuff,4.6,2.4,,,3,Shirota,2.1,7-6-3,27.2,7-7,30.2,7-1,81.8,7,Night Party,6.8,5.4,17.4,,,1,Strike Impact,5.2,4.2,7-1-2-5,991.0,2,Thunder Affair,4.6,,,7-5,71.6,5-6,30.0,5,Pappascat,3.2,3.0,7.8,,,,,6,She's Got Swag,3.6,3.2,5-6-3-1,407.6,3,Gigglin' Gal,4.2,,,5-1,10.8,1-5,13.4,1,Taketheodds,2.8,2.2,4.8,,,5,Call To Action,3.2,2.4,1-5-10-7,734.4,10,Helen Kathleen,3.0,,,1-6,12.8,6-7,21.6,6,Delaunay,2.8,2.4,3.4,,,,,,,7,Scatman,5.0,3.4,6-7-8-4,583.0,8,Captain Genius,4.6,,,2014-05-31
