2010 Population,2014 Population,Accommodation and Food Services Sales,American Indian and Alaska Native Alone,American Indian-Owned,Asian Alone,Asian-Owned,Bachelor's Degree or Higher,Black Alone,Black-Owned,Building Permits,County,Foreign Born,High School or Higher,Hispanic or Latino,Hispanic-Owned,Homeownership Rate,Households,Housing Units,Land Area,Language Other than English at Home,Living in Same House +1 Years,Manufacturers Shipments,Mean Travel Time to Work,Median Houseold Income,Median Value of Owner-Occupied Units,Merchant Wholesaler Sales,Native Hawaiian and Other Pacific Islander Alone,Native Hawaiian and Other Pacific Islander-Owned,Nonemployer Establishments,Per Capita Income,Percent 65 and Older,Percent Female,Percent Under 18 Years,Percent Under 5 Years,Persons Below Poverty Level,Persons per Household,Population Percent Change,Population per Square Mile,Private Non-farm Employment,Private Non-farm Employment Percent Change,Private Non-farm Establishments,Retail Sales,Retail Sales per Capita,State,Total,Two or More Races,Units in Multi-Unit Structures,Veterans,White Alone,"White Alone, not Hispanic or Latino",Women-Owned
36312,35515,554,0.5,0.0,1.1,0.0,13.9,29.3,0.0,94,Ware County,3.4,80.4,3.7,0.0,65.3,13460,16408,892.46,5.8,78.2,0,18.9,34572,79600,7626,0.1,0.0,1868,18842,16.2,50.5,23.8,6.9,24.3,2.48,-2.2,40.7,11477,1.5,849,6210,17285,GA,2353,1.7,12.7,2528,67.3,64.3,0.0
5834,5520,7,0.4,0.0,0.4,0.0,7.3,59.9,0.0,0,Warren County,0.9,73.2,1.1,0.0,65.9,2208,2946,284.3,2.0,88.3,0,26.7,27796,66700,0,0.0,0.0,344,17884,20.3,53.1,21.5,5.8,31.6,2.55,-5.4,20.5,599,3.6,65,231,3954,GA,349,1.1,7.5,333,38.2,37.6,14.0
21187,20635,165,0.2,0.0,0.6,4.2,11.1,52.7,0.0,53,Washington County,1.0,76.2,2.2,0.0,72.5,7119,9055,678.45,2.2,89.3,0,22.9,33652,82300,699,0.0,0.0,1231,17515,16.0,49.6,22.3,6.1,25.0,2.7,-2.6,31.2,5366,-2.3,336,2136,10248,GA,1492,1.0,7.5,1210,45.5,43.9,0.0
30099,29949,329,0.6,0.0,0.6,0.0,11.4,20.7,0.0,4,Wayne County,2.9,81.3,6.3,0.0,69.1,10171,12118,641.78,5.6,83.8,6634,23.4,35830,80400,0,0.1,0.0,1769,17270,14.7,48.1,24.4,6.8,22.7,2.76,-0.5,46.9,5671,-1.5,538,3103,10703,GA,2102,1.9,6.5,2611,76.2,71.0,24.0
2799,2649,0,0.3,0.0,0.3,0.0,11.2,42.5,0.0,0,Webster County,0.2,77.5,3.7,0.0,79.7,1129,1504,209.12,2.0,88.8,0,24.9,35718,48800,34,0.0,0.0,148,19082,19.7,50.0,21.3,3.5,22.5,2.45,-5.4,13.4,346,-0.6,29,47,2095,GA,175,1.3,2.6,110,55.6,52.8,23.4
7421,7995,0,0.2,0.0,0.3,0.0,8.5,38.4,0.0,0,Wheeler County,1.0,74.8,5.4,0.0,66.6,2096,2594,295.48,1.1,96.4,0,21.0,24382,54200,81,0.1,0.0,352,8948,12.8,34.8,16.9,4.3,31.3,2.03,7.7,25.1,1011,3.9,67,181,2674,GA,325,0.9,7.2,445,60.2,55.8,0.0
27144,27970,511,0.6,0.0,0.6,0.0,19.3,2.4,1.3,38,White County,2.0,85.2,2.9,0.0,74.3,11788,15994,240.69,2.6,92.4,1039,30.3,40670,169600,404,0.0,0.0,2482,22059,20.6,51.0,21.3,4.8,20.1,2.29,3.0,112.8,5191,2.8,584,2806,11284,GA,3143,1.5,7.2,2222,94.9,92.3,0.0
102599,103542,1447,1.4,0.0,1.6,2.9,14.0,4.4,0.0,99,Whitfield County,17.8,69.1,33.3,6.2,65.7,34450,39642,290.46,30.0,84.4,75249,20.1,40471,122800,13519,0.2,0.0,5738,19497,12.7,50.3,27.0,7.1,20.5,2.95,0.9,353.2,46606,4.1,2175,14402,15535,GA,7978,1.6,19.5,5376,90.8,60.1,23.2
9255,8847,6,0.3,0.0,0.7,0.0,8.6,35.7,0.0,0,Wilcox County,1.7,75.9,4.1,0.0,75.6,2705,3480,377.71,4.2,82.4,0,26.7,32928,71200,0,0.0,0.0,491,13228,16.0,41.1,18.8,5.1,27.8,2.6,-4.4,24.5,470,3.1,92,273,3157,GA,695,1.1,3.1,609,62.2,58.7,11.2
10593,9940,70,0.2,0.0,0.8,0.0,14.5,42.6,0.0,3,Wilkes County,1.5,76.2,3.9,0.0,72.1,4083,5155,469.49,4.3,89.7,1743,25.5,28983,95200,190,0.0,0.0,612,17120,21.4,52.2,21.7,5.8,27.3,2.47,-6.2,22.6,2235,-8.8,197,734,7168,GA,732,1.6,7.3,630,54.9,51.7,0.0
9563,9326,13,0.4,0.0,0.5,0.0,8.2,38.6,0.0,1,Wilkinson County,1.5,79.7,2.7,0.0,78.2,3348,4439,447.31,2.1,93.2,5215,23.1,36173,71600,133,0.0,0.0,651,17228,17.9,51.9,22.7,6.3,21.3,2.81,-2.5,21.4,2049,1.7,149,242,2418,GA,681,1.5,3.7,613,59.0,56.8,0.0
21679,20940,65,0.4,0.0,0.5,0.0,8.1,28.9,18.4,13,Worth County,1.7,71.4,2.1,0.0,74.1,7851,9196,570.7,2.5,87.2,0,26.8,35792,75400,1163,0.1,0.0,1265,18551,16.9,52.0,22.7,6.0,20.2,2.74,-3.4,38.0,2578,3.1,282,1322,6203,GA,1593,1.0,6.2,1811,69.2,67.6,0.0
185079,194190,8747,0.6,1.5,22.0,31.9,25.6,0.9,0.0,958,Hawaii County,10.9,91.0,12.3,3.9,65.7,64909,85163,4028.42,18.7,87.0,2901,25.4,51250,309800,7322,12.7,9.1,16499,24635,17.5,50.0,22.0,6.2,18.3,2.83,4.9,45.9,50266,3.4,3923,25660,14816,HI,18900,29.4,19.0,15729,34.3,30.6,26.4
953207,991788,41238,0.4,0.0,42.4,56.6,32.1,3.1,1.1,1578,Honolulu County,19.6,90.3,9.5,3.3,55.5,309803,343017,600.74,27.8,84.6,82018,27.2,72764,556300,73771,9.4,9.1,60220,30361,15.8,49.2,21.5,6.5,9.8,3.0,4.0,1586.7,347954,2.1,21173,115183,12817,HI,74069,21.6,44.2,82157,23.1,19.6,32.1
90,89,0,0.0,0.0,7.9,0.0,41.5,0.0,0.0,0,Kalawao County,19.7,87.7,1.1,0.0,0.0,46,113,11.99,33.8,90.1,0,10.0,59375,0,0,48.3,0.0,0,45515,29.2,52.8,0.0,0.0,14.7,1.39,-1.1,7.5,0,0.0,1,0,0,HI,0,15.7,25.3,3,28.1,27.0,0.0
67091,70475,5914,0.6,3.0,31.3,35.5,25.1,0.7,0.0,192,Kauai County,15.1,90.1,10.8,5.0,62.6,22390,30346,619.96,20.9,87.5,0,21.4,62052,484500,2093,9.1,10.2,6621,26658,17.4,49.9,22.3,6.4,11.2,2.99,5.0,108.2,25186,1.1,1986,10526,16730,HI,8316,24.6,25.1,4680,33.7,30.1,31.8
154834,163019,24521,0.6,1.7,28.7,30.3,25.7,0.9,0.6,338,Maui County,17.2,90.2,11.0,3.9,58.1,52623,71467,1161.52,20.7,82.8,2627,20.8,63512,523700,5759,10.7,10.5,15150,29517,15.1,49.7,22.3,6.2,10.6,2.93,5.3,133.3,60720,-2.1,4409,24748,17437,HI,20097,23.2,37.1,10056,35.9,31.3,30.0
392365,426236,7959,0.8,1.0,2.6,1.3,36.0,1.3,0.4,3968,Ada County,5.9,93.6,7.7,2.1,68.1,151600,167215,1052.58,8.4,82.5,49423,19.6,55210,183600,60069,0.2,0.0,33207,27452,12.6,49.9,25.1,6.2,13.1,2.6,8.6,372.8,174796,2.2,12216,58551,15720,ID,42344,2.7,16.8,29195,92.4,85.5,25.4
3976,3861,0,1.0,0.0,0.5,0.0,21.9,0.2,0.0,4,Adams County,1.0,92.8,3.2,0.0,81.6,1707,2636,1363.06,2.1,88.3,0,19.3,35434,150500,0,0.1,0.0,360,21555,24.9,48.5,17.0,4.2,16.6,2.27,-2.9,2.9,455,7.3,115,199,5627,ID,492,1.8,4.7,545,96.4,93.6,18.1
82839,83347,1178,3.7,0.5,1.4,0.4,26.8,0.9,0.0,162,Bannock County,3.1,91.8,8.0,1.5,68.8,30271,33380,1111.99,6.4,80.6,0,18.8,43534,142600,3865,0.3,0.0,5073,21327,12.8,50.2,26.8,7.3,15.5,2.68,0.6,74.5,23611,-0.6,1953,10992,13706,ID,6616,2.2,21.5,5638,91.6,85.0,25.0
5986,5957,0,0.9,0.0,0.5,0.0,16.1,0.3,0.0,35,Bear Lake County,1.3,90.7,4.2,0.0,81.3,2442,3987,974.79,3.3,85.7,0,20.0,44964,129700,233,0.0,0.0,420,21853,19.6,50.3,27.6,7.3,12.9,2.42,-0.5,6.1,938,2.4,117,587,10031,ID,645,1.0,5.5,440,97.4,93.7,0.0
9285,9118,0,8.5,0.0,0.4,0.0,13.4,0.4,0.0,14,Benewah County,2.3,87.4,3.3,0.0,75.2,3888,4614,776.62,3.3,89.5,0,21.7,39049,136000,60,0.1,0.0,540,20198,21.2,49.5,22.2,5.7,14.7,2.34,-1.8,12.0,2190,2.8,228,938,10111,ID,596,4.1,6.0,1019,86.6,84.5,26.2
45607,45269,242,7.5,2.5,0.7,1.0,17.3,0.5,0.0,88,Bingham County,7.1,84.6,17.8,3.6,74.8,14650,16225,2093.98,16.0,85.9,6245,21.1,47941,135400,0,0.2,0.0,2685,18872,12.9,49.8,31.7,8.6,15.2,3.08,-0.7,21.8,9700,1.3,819,3399,7822,ID,3193,1.8,9.7,2887,89.4,74.4,20.0
21376,21482,1533,1.5,0.0,1.0,0.0,44.7,0.3,0.0,89,Blaine County,13.6,90.6,20.7,2.4,70.1,9207,15121,2643.59,20.5,85.1,0,16.9,64042,375000,2858,0.2,0.0,3337,35524,15.8,49.2,23.2,5.2,8.3,2.28,0.5,8.1,10413,10.2,1339,3560,16414,ID,4416,1.4,30.4,1347,95.5,76.9,23.7
7028,6824,57,1.3,0.0,0.5,0.0,24.1,0.5,0.0,32,Boise County,2.2,89.2,3.6,0.0,78.3,2994,5339,1899.24,4.1,84.6,0,31.5,41056,195600,0,0.4,0.0,564,24324,21.3,48.4,18.6,3.2,17.0,2.29,-2.9,3.7,491,-1.0,151,187,2465,ID,813,2.1,1.0,758,95.3,92.3,27.2
40877,41585,632,0.9,0.0,0.7,0.7,21.1,0.3,0.0,55,Bonner County,1.9,90.7,2.9,0.0,73.1,17388,24580,1734.57,2.3,86.5,4986,23.3,41414,222200,1496,0.1,0.0,3687,23221,21.4,50.0,20.3,4.9,15.2,2.32,1.7,23.6,10977,0.0,1398,4853,11788,ID,5642,2.2,11.8,4676,95.9,93.4,20.6
104234,108623,1534,1.1,0.8,1.0,0.9,26.0,0.7,0.0,398,Bonneville County,5.6,90.5,12.5,1.9,73.0,36066,40718,1866.08,10.5,84.8,0,19.2,50872,154700,18816,0.1,0.0,7757,22657,12.1,50.4,31.3,8.9,11.4,2.9,4.1,55.9,44031,1.7,3244,18714,19405,ID,10995,2.1,18.8,6919,94.9,83.8,21.8
10972,10979,0,2.2,0.0,0.7,0.0,15.4,0.5,0.0,51,Boundary County,2.7,84.9,4.2,0.0,74.4,4144,5247,1268.56,4.3,91.7,0,20.1,37003,174300,196,0.1,0.0,871,19877,20.5,49.4,22.9,5.1,16.5,2.59,0.1,8.6,2340,4.5,355,862,7945,ID,1133,2.0,9.3,1263,94.5,91.0,29.1
2891,2622,0,1.0,0.0,0.3,0.0,17.9,0.2,0.0,5,Butte County,2.6,89.2,5.8,0.0,79.5,1022,1351,2231.67,3.4,88.7,0,21.0,41131,110300,52,0.2,0.0,189,20995,19.6,49.5,25.6,4.9,15.7,2.68,-9.4,1.3,0,0.0,59,180,6500,ID,95,2.3,11.8,266,96.1,90.6,0.0
1117,1039,15,1.3,0.0,0.5,0.0,22.3,0.5,0.0,3,Camas County,11.2,84.3,7.5,0.0,67.7,464,836,1074.49,16.8,86.0,0,25.1,41154,163000,0,0.1,0.0,87,21830,18.6,48.8,24.4,5.7,15.5,2.73,-7.0,1.0,0,0.0,27,0,0,ID,73,3.5,0.7,133,94.1,87.3,56.2
188923,203143,1408,1.7,0.7,1.0,0.6,16.8,0.8,0.2,1130,Canyon County,8.4,82.7,24.6,5.9,69.3,63442,71326,587.37,18.1,82.1,0,23.6,42105,122800,9929,0.3,0.0,11596,17755,12.5,50.6,29.9,7.9,20.4,2.98,7.5,321.6,45609,5.7,3627,21760,12171,ID,14561,2.5,11.4,13416,93.7,71.3,22.4
6963,6837,0,0.6,0.0,0.6,0.0,17.5,0.2,0.0,9,Caribou County,2.8,88.7,5.3,0.0,84.1,2644,3217,1764.15,3.3,89.0,4432,18.7,53586,116300,945,0.2,0.0,451,23586,16.8,49.8,28.6,7.4,7.8,2.56,-1.8,3.9,2639,0.2,193,683,9967,ID,511,1.2,3.4,478,97.1,92.2,26.2
22952,23540,334,1.6,0.0,0.7,0.0,15.6,0.6,0.0,46,Cassia County,9.7,78.0,26.6,6.6,69.0,7653,8434,2565.08,19.4,83.5,3712,16.3,42039,125900,3358,0.1,0.0,1486,17801,13.5,49.3,32.3,8.3,15.9,2.96,2.5,8.9,7301,5.7,644,3189,15216,ID,2218,1.6,8.7,1340,95.3,71.0,24.7
982,867,0,2.2,0.0,1.0,0.0,11.4,0.8,0.0,3,Clark County,34.8,70.1,42.6,0.0,59.5,304,533,1764.19,37.8,70.9,0,14.0,33200,111700,0,0.0,0.0,53,20032,14.8,47.3,28.0,5.9,14.9,2.41,-11.7,0.6,75,-9.6,18,0,0,ID,112,2.4,13.8,41,93.5,54.0,0.0
8761,8562,0,2.2,0.0,0.6,0.0,15.5,0.5,0.0,19,Clearwater County,2.0,84.9,3.6,0.0,80.1,3545,4479,2457.27,4.8,84.9,0,22.8,40134,138300,136,0.1,0.0,478,20256,25.4,45.2,16.3,4.0,12.5,2.19,-2.3,3.6,1867,-1.5,229,698,8489,ID,927,2.1,7.3,1041,94.4,91.3,15.1
4368,4140,112,0.7,0.0,0.4,0.0,26.3,0.2,0.0,0,Custer County,1.9,89.6,4.1,0.0,83.5,1870,3090,4920.94,2.6,91.6,0,22.3,39541,150600,0,0.1,0.0,440,23965,23.8,48.7,17.5,4.3,16.1,2.26,-5.2,0.9,681,9.7,167,350,8542,ID,318,1.5,4.9,547,97.1,93.2,0.0
27038,26094,269,1.6,0.0,2.8,0.0,16.9,3.2,0.0,57,Elmore County,9.9,84.0,16.2,6.5,62.4,9555,12193,3074.74,15.1,79.5,0,17.4,42842,136800,534,0.4,0.0,1198,20646,11.8,47.8,26.4,8.0,16.3,2.7,-3.5,8.8,3936,3.0,431,2412,8319,ID,1852,3.4,12.2,4308,88.6,74.1,19.8
12786,13021,58,0.8,0.0,0.2,0.0,17.4,0.3,0.0,35,Franklin County,2.9,92.0,6.9,0.0,80.9,4150,4650,663.65,7.5,91.2,0,23.0,44962,156800,495,0.1,0.0,958,17620,13.6,49.3,34.0,8.0,12.2,3.07,1.8,19.3,1928,2.3,281,1135,9319,ID,1047,1.5,5.8,785,97.2,91.1,16.4
13242,12867,100,1.1,0.0,0.3,0.0,19.7,0.8,0.0,65,Fremont County,5.7,87.9,12.4,0.0,82.5,4549,8651,1863.53,12.1,91.2,0,22.8,44520,147600,767,0.1,0.0,1081,19475,16.0,47.8,28.4,6.9,12.4,2.76,-2.8,7.1,1377,-3.6,272,681,5412,ID,1438,1.4,5.2,953,96.2,85.2,0.0
16719,16866,92,0.9,0.0,1.4,0.0,15.8,0.2,0.0,37,Gem County,4.4,86.3,8.2,0.0,74.6,6323,7100,560.9,8.4,82.8,0,30.1,44432,150400,135,0.1,0.0,1238,20250,21.4,50.3,23.6,5.7,18.2,2.62,0.9,29.8,2154,-1.0,337,1138,6914,ID,1753,2.4,8.3,1656,95.0,87.6,0.0
15464,15064,0,1.8,0.0,0.9,0.0,12.1,0.5,0.0,13,Gooding County,15.8,74.6,28.6,3.4,70.5,5552,6059,728.97,20.5,88.0,0,18.8,37050,123800,1189,0.2,0.0,848,18373,16.4,48.7,28.2,6.9,20.8,2.73,-2.6,21.2,2498,0.5,348,882,6158,ID,1141,1.8,6.1,1125,94.8,68.6,34.3
16267,16215,146,3.0,0.0,0.5,0.0,14.8,0.4,0.0,1,Idaho County,1.2,88.9,3.1,0.0,78.2,6534,8648,8477.35,2.3,86.4,0,17.6,37349,150900,648,0.1,0.0,1209,19168,24.0,47.8,20.0,5.2,17.5,2.4,-0.3,1.9,3292,4.0,478,976,6395,ID,1617,2.1,5.1,1877,94.0,91.5,23.5
26140,27021,73,1.3,1.0,0.5,0.0,22.0,0.4,0.0,79,Jefferson County,4.2,89.4,10.3,0.0,83.8,8058,8878,1093.5,10.2,86.8,0,23.7,52023,157500,0,0.2,0.0,2037,19598,11.1,49.7,34.8,8.8,13.1,3.26,3.4,23.9,3769,12.1,430,923,4058,ID,2929,1.6,5.8,1587,96.0,87.2,0.0
22374,22818,140,2.4,0.0,0.5,0.0,13.4,0.6,0.0,57,Jerome County,17.1,70.2,34.0,0.0,63.5,7676,8238,597.19,24.4,87.9,7641,17.8,40126,135200,1037,0.2,0.0,1101,17182,12.1,49.3,30.8,9.2,18.3,2.9,2.0,37.5,5770,4.3,524,3004,15013,ID,1719,1.5,7.8,1339,94.8,63.4,0.0
138494,147326,3037,1.4,1.2,0.9,0.6,23.3,0.4,0.2,1047,Kootenai County,2.3,92.1,4.3,1.8,70.6,55679,66130,1244.13,3.3,83.2,9921,20.8,49002,188800,8432,0.2,0.0,10934,24685,17.0,50.6,23.6,6.1,13.4,2.5,6.4,111.3,44971,2.0,4345,21751,16242,ID,15155,2.4,15.5,13296,94.7,91.1,24.1
37244,38411,551,0.9,0.0,1.9,0.0,44.1,1.1,0.0,136,Latah County,3.8,95.3,4.1,0.0,56.7,14941,16330,1076.0,6.2,70.4,0,18.0,41735,189100,0,0.2,0.0,2444,22322,11.8,48.5,18.5,5.8,20.4,2.31,3.1,34.6,8299,-1.2,885,3616,9697,ID,3444,2.7,34.2,2141,93.3,89.8,26.2
7936,7726,77,1.2,0.0,0.6,0.0,23.8,0.5,0.0,11,Lemhi County,1.5,90.4,3.1,0.0,71.3,3832,4746,4563.39,2.8,86.6,0,15.1,34122,186900,0,0.0,0.0,685,23998,27.3,49.3,18.2,4.0,23.3,2.0,-2.6,1.7,1651,7.7,289,1229,15806,ID,1013,2.0,6.6,1004,95.8,93.3,27.3
3821,3838,0,6.0,0.0,0.5,0.0,16.2,0.4,0.0,10,Lewis County,2.5,88.3,4.0,0.0,74.1,1660,1868,478.8,4.7,85.5,0,19.5,36000,116600,0,0.2,0.0,310,19910,24.1,49.8,23.0,5.3,17.9,2.28,0.4,8.0,763,6.4,121,296,8193,ID,438,2.8,6.8,468,90.0,86.8,0.0
5208,5316,23,1.7,0.0,0.5,0.0,11.8,0.5,0.0,4,Lincoln County,13.8,74.5,30.2,0.0,71.7,1617,1958,1201.41,23.4,85.7,0,29.7,42433,120300,0,0.2,0.0,284,16530,12.3,48.5,30.9,7.0,16.6,3.21,2.1,4.3,635,4.3,87,169,3721,ID,383,1.6,3.9,292,95.6,66.8,0.0
37536,38038,320,0.5,0.0,1.1,0.0,33.7,0.7,0.0,386,Madison County,4.6,94.9,7.0,0.0,49.1,10323,12708,469.21,10.1,60.7,0,17.1,32059,169600,1619,0.4,0.0,2421,15133,6.0,49.7,27.0,10.0,35.8,3.53,1.3,80.0,14065,5.5,757,4076,10971,ID,2942,1.8,43.8,960,95.6,89.4,15.2
20069,20323,189,2.2,0.0,0.6,0.0,9.9,0.8,0.0,29,Minidoka County,12.4,75.7,33.7,0.0,72.8,6994,7787,757.59,27.6,86.7,3810,16.1,43266,108500,3470,0.0,0.0,1151,19597,15.5,49.4,28.9,8.2,13.6,2.86,1.3,26.5,4355,3.7,403,1628,8722,ID,1796,1.9,9.7,1387,94.5,63.6,17.8
39265,40007,645,5.8,1.2,0.9,0.0,21.1,0.5,0.0,55,Nez Perce County,1.9,90.0,3.7,0.8,69.3,16019,17417,848.09,4.3,85.4,0,16.3,46503,165900,0,0.1,0.0,2152,24257,18.9,50.5,21.7,6.2,11.1,2.41,1.9,46.3,16434,2.3,1110,7029,18133,ID,3205,2.5,19.1,4190,90.1,87.4,27.0
4286,4184,21,0.5,0.0,0.6,0.0,13.2,0.3,0.0,18,Oneida County,1.5,93.1,4.1,0.0,81.2,1579,1935,1200.06,4.4,92.0,0,20.4,40842,126100,0,0.1,0.0,319,18920,19.3,50.4,28.0,6.7,16.1,2.67,-2.4,3.6,692,1.8,88,241,5834,ID,0,1.1,3.6,417,97.4,93.7,0.0
11526,11353,41,4.5,0.0,0.7,0.0,8.2,0.8,0.0,16,Owyhee County,10.3,75.4,26.5,4.0,64.2,3911,4769,7665.51,21.2,84.8,0,27.2,32175,121200,346,0.2,0.0,635,15945,16.3,49.1,26.6,6.4,24.2,2.9,-1.5,1.5,1612,5.6,181,509,4653,ID,999,2.0,5.4,922,91.7,68.2,21.6
22623,22836,127,1.6,0.0,1.0,0.0,16.4,0.4,0.0,110,Payette County,5.0,85.4,16.7,1.9,74.6,8056,9070,406.87,11.0,85.1,0,18.0,43649,132700,1330,0.1,0.0,1366,19165,17.0,50.5,27.1,6.9,20.0,2.79,0.9,55.6,4326,0.5,483,1456,6401,ID,2215,2.5,8.4,2002,94.4,79.2,21.9
7817,7617,25,3.1,0.0,0.5,0.0,15.9,1.0,0.0,8,Power County,13.4,80.3,31.1,0.0,70.8,2568,2936,1404.24,26.9,89.8,0,17.3,44212,125600,0,0.1,0.0,372,17684,13.9,49.1,30.5,9.9,13.9,2.99,-2.6,5.6,2027,-3.1,150,504,6572,ID,493,2.4,5.0,478,92.9,64.3,0.0
12765,12390,110,1.8,0.0,0.5,0.0,13.5,0.3,0.0,7,Shoshone County,1.7,84.8,3.4,0.0,68.4,5714,6976,2629.67,2.3,80.2,0,18.7,38440,123200,250,0.2,0.0,768,20487,21.7,49.5,19.7,5.2,17.4,2.17,-2.9,4.9,4166,-0.4,355,6231,48689,ID,1217,2.3,12.1,1605,94.9,92.1,18.2
10170,10341,107,0.7,0.0,0.5,0.0,34.4,0.4,0.0,28,Teton County,10.2,87.8,17.7,0.0,72.1,3583,5503,449.46,16.1,83.3,0,26.0,53931,222700,0,0.2,0.0,1293,22436,8.6,48.2,27.8,7.8,11.7,2.82,1.7,22.6,1882,5.1,418,840,9987,ID,1459,1.2,13.7,420,97.0,80.4,0.0
77230,80914,1120,1.3,0.0,1.4,0.6,16.3,0.7,0.0,361,Twin Falls County,8.5,83.7,15.2,3.7,66.8,28166,31772,1921.21,14.4,81.6,9702,16.6,43886,148900,4976,0.2,0.0,5099,20588,14.8,50.7,27.6,7.7,15.0,2.72,4.8,40.2,27449,8.0,2455,12591,17270,ID,7234,1.8,13.8,5629,94.5,80.8,22.7
9862,9826,432,1.1,0.0,0.5,0.0,34.3,0.2,0.0,99,Valley County,2.2,92.4,4.4,0.0,77.8,3519,11906,3664.52,7.2,78.6,0,15.4,50473,221200,204,0.1,0.0,1224,25785,21.6,48.1,18.3,4.3,9.5,2.7,-0.4,2.7,2927,1.4,567,1356,15201,ID,2058,1.6,8.6,1131,96.5,92.9,10.4
10198,10021,0,1.5,0.0,1.0,0.0,16.7,0.4,0.0,17,Washington County,7.5,81.8,17.2,0.0,76.3,3938,4543,1452.98,14.1,86.8,0,22.9,37453,122700,633,0.2,0.0,635,20380,22.7,50.1,23.4,5.0,15.0,2.52,-1.7,7.0,1664,-12.7,218,762,7645,ID,992,2.0,7.9,1034,94.9,79.2,0.0
67103,66988,0,0.2,0.5,0.8,1.5,21.3,3.7,0.0,83,Adams County,1.5,89.7,1.4,0.0,72.0,26912,29967,855.2,2.9,87.6,0,16.6,45073,104200,0,0.0,0.0,3874,24217,18.7,51.1,22.5,6.2,14.4,2.43,-0.2,78.5,31182,3.5,1833,9282,13888,IL,5561,1.7,16.2,5862,93.6,92.4,24.6
8238,7492,0,0.5,0.0,0.3,0.0,8.4,36.6,0.0,0,Alexander County,1.3,74.6,2.1,0.0,65.8,2860,3953,235.51,2.5,86.7,0,25.6,26972,54400,0,0.1,0.0,416,13619,18.2,49.7,22.9,6.4,31.6,2.62,-9.1,35.0,1037,-6.3,107,228,2785,IL,383,2.2,14.2,678,60.3,58.8,43.1
17768,17269,131,0.6,0.0,0.8,0.0,19.1,6.5,0.0,12,Bond County,1.5,86.3,3.5,0.0,74.7,6373,7094,380.28,3.4,86.7,0,23.6,48163,103300,2176,0.0,0.0,1069,23195,16.5,47.3,19.4,4.5,14.6,2.65,-2.8,46.7,3825,-0.5,303,1045,5708,IL,1349,1.3,10.4,1458,90.8,87.8,26.9
54165,53869,401,0.6,0.0,1.4,0.0,19.3,2.7,1.3,11,Boone County,11.3,85.8,20.6,0.0,82.5,17938,19973,280.72,19.0,89.6,55536,30.1,60893,158800,1461,0.1,0.0,3056,25888,14.0,50.2,26.1,5.7,11.3,3.0,-0.6,193.0,15398,15.7,847,4548,8556,IL,3425,2.1,12.7,3404,93.1,74.4,27.8
6937,6832,0,1.2,0.0,0.3,0.0,12.2,19.2,0.0,0,Brown County,2.8,81.5,6.2,0.0,78.2,2105,2442,305.61,5.5,82.5,0,18.9,42194,83600,0,0.0,0.0,334,20555,13.0,35.6,15.0,3.8,12.3,2.47,-1.5,22.7,2988,9.1,116,300,4597,IL,373,0.7,9.2,454,78.5,74.0,0.0
34978,33840,274,0.4,0.0,0.9,0.0,17.4,0.9,0.0,15,Bureau County,3.6,89.2,8.6,0.0,75.7,13998,15651,869.03,7.5,90.3,0,20.4,48977,101200,9775,0.0,0.0,1982,26705,19.9,51.0,21.8,5.0,11.6,2.44,-3.3,40.2,9484,-2.7,768,3319,9525,IL,2918,1.1,12.1,2803,96.6,88.7,28.7
5089,4956,53,0.2,0.0,0.3,0.0,14.4,0.3,0.0,12,Calhoun County,1.6,89.0,1.1,0.0,81.5,2061,2835,253.83,1.6,90.9,0,39.6,50436,112300,0,0.0,0.0,339,26924,22.8,49.9,20.4,5.2,11.9,2.41,-2.6,20.0,605,-1.1,93,223,4376,IL,0,0.4,5.7,444,98.8,97.7,0.0
15387,14715,129,0.4,0.0,0.6,0.0,15.1,1.1,0.0,17,Carroll County,3.3,88.9,3.4,0.0,76.5,6671,8412,444.81,4.9,89.0,3207,23.8,47985,100100,3018,0.0,0.0,1051,27118,23.6,50.0,19.1,4.5,13.7,2.24,-4.4,34.6,3198,-5.6,399,887,5593,IL,1669,1.3,11.3,1395,96.6,93.6,0.0
13642,13156,81,0.8,0.0,0.6,0.0,13.0,3.8,0.0,8,Cass County,10.3,86.0,18.9,0.0,72.2,5134,5781,375.82,16.9,87.1,0,22.2,45734,76100,3312,0.1,0.0,690,22257,16.4,49.3,24.5,6.4,14.8,2.59,-3.5,36.3,4471,1.4,254,1154,8480,IL,1166,1.2,8.5,982,93.5,76.5,0.0
201081,207133,3744,0.3,0.0,10.2,0.0,42.4,12.8,8.8,1458,Champaign County,11.7,93.6,5.7,1.9,54.9,79137,89194,996.27,15.9,72.9,32489,17.6,45808,149500,25759,0.1,0.0,11532,25713,11.1,50.1,19.2,5.5,22.3,2.35,3.0,201.8,67335,-0.9,4133,23470,12163,IL,13525,2.7,35.6,10682,73.8,69.1,28.3
34800,33892,292,0.2,0.0,0.7,0.0,13.5,1.6,0.0,29,Christian County,1.5,88.2,1.6,0.0,74.7,14138,15533,709.38,2.1,89.3,3924,24.6,45145,82400,0,0.0,0.0,1960,23915,18.6,49.1,21.2,5.5,14.9,2.32,-2.6,49.1,8699,-0.8,718,3699,10703,IL,2949,1.0,10.6,3129,96.5,95.1,30.7
