Department,Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
Fort Payne Police Dept,11819,0,0,0,0,0,0,0,0,0,Alabama,588,93,461,34.0,59,51,4,0,4,1989
Fort Payne Police Dept,11838,4831.9,979.9,3505.7,346.3,261.9,202.7,8.4,0.0,50.7,Alabama,572,116,415,41.0,31,24,1,0,6,1990
Fort Payne Police Dept,11979,2863.3,601.1,2095.3,167.0,125.2,91.8,0.0,0.0,33.4,Alabama,343,72,251,20.0,15,11,0,0,4,1991
Fort Payne Police Dept,12116,2269.7,404.4,1683.7,181.6,82.5,57.8,0.0,0.0,24.8,Alabama,275,49,204,22.0,10,7,0,0,3,1992
Fort Payne Police Dept,12617,2060.7,491.4,1402.9,166.4,79.3,55.5,0.0,15.9,7.9,Alabama,260,62,177,21.0,10,7,0,2,1,1993
Fort Payne Police Dept,12713,1840.6,314.6,1392.3,133.7,23.6,15.7,0.0,0.0,7.9,Alabama,234,40,177,17.0,3,2,0,0,1,1994
Fort Payne Police Dept,12858,3367.6,606.6,2659.8,101.1,54.4,23.3,7.8,0.0,23.3,Alabama,433,78,342,13.0,7,3,1,0,3,1995
Fort Payne Police Dept,12918,5000.8,1347.0,3359.7,294.2,162.6,116.1,0.0,7.7,38.7,Alabama,646,174,434,38.0,21,15,0,1,5,1996
Fort Payne Police Dept,13057,5131.3,896.1,4028.5,206.8,145.5,107.2,0.0,7.7,30.6,Alabama,670,117,526,27.0,19,14,0,1,4,1997
Fort Payne Police Dept,12639,4027.2,799.1,3093.6,134.5,79.1,55.4,0.0,7.9,15.8,Alabama,509,101,391,17.0,10,7,0,1,2,1998
Fort Payne Police Dept,12700,3535.4,472.4,2984.3,78.7,102.4,63.0,7.9,0.0,31.5,Alabama,449,60,379,10.0,13,8,1,0,4,1999
Fort Payne Police Dept,12938,4691.6,757.5,3918.7,15.5,115.9,61.8,0.0,15.5,38.6,Alabama,607,98,507,2.0,15,8,0,2,5,2000
Fort Payne Police Dept,12988,4388.7,685.2,3672.6,30.8,169.4,107.8,7.7,23.1,30.8,Alabama,570,89,477,4.0,22,14,1,3,4,2001
Fort Payne Police Dept,13052,4068.3,605.3,3447.7,15.3,383.1,314.1,0.0,38.3,30.6,Alabama,531,79,450,2.0,50,41,0,5,4,2002
Fort Payne Police Dept,13123,3261.4,617.2,2613.7,30.5,236.2,198.1,0.0,15.2,22.9,Alabama,428,81,343,4.0,31,26,0,2,3,2003
Fort Payne Police Dept,13366,4623.7,935.2,3479.0,209.5,284.3,254.4,0.0,7.5,22.4,Alabama,618,125,465,28.0,38,34,0,1,3,2004
Fort Payne Police Dept,13889,4975.2,691.2,4010.4,273.6,316.8,266.4,7.2,21.6,21.6,Alabama,691,96,557,38.0,44,37,1,3,3,2007
Fort Payne Police Dept,14040,3276.4,755.0,2300.6,220.8,249.3,163.8,7.1,14.2,64.1,Alabama,460,106,323,31.0,35,23,1,2,9,2008
Fort Payne Police Dept,14189,3657.8,627.2,2776.8,253.7,267.8,204.4,7.0,28.2,28.2,Alabama,519,89,394,36.0,38,29,1,4,4,2009
Fort Payne Police Dept,14012,0,0,0,0,0,0,0,0,0,Alabama,0,0,0,0.0,0,0,0,0,0,2010
Fort Payne Police Dept,14079,3466.2,724.5,2620.9,120.7,191.8,135.0,0.0,14.2,42.6,Alabama,488,102,369,17.0,27,19,0,2,6,2011
Fort Payne Police Dept,14219,3305.4,633.0,2489.6,182.9,154.7,105.5,0.0,35.2,14.1,Alabama,470,90,354,26.0,22,15,0,5,2,2012
Gadsden Police Dept,47558,6528.9,1638.0,4510.3,380.6,744.4,546.7,23.1,16.8,157.7,Alabama,3105,779,2145,181.0,354,260,11,8,75,1984
Gadsden Police Dept,47925,4916.0,1187.3,3411.6,317.2,792.9,651.0,14.6,39.6,87.6,Alabama,2356,569,1635,152.0,380,312,7,19,42,1985
Gadsden Police Dept,47443,4877.4,1134.0,3374.6,368.9,946.4,773.6,8.4,35.8,128.6,Alabama,2314,538,1601,175.0,449,367,4,17,61,1986
Gadsden Police Dept,45522,5173.3,1153.3,3615.8,404.2,909.5,718.3,8.8,52.7,129.6,Alabama,2355,525,1646,184.0,414,327,4,24,59,1987
Gadsden Police Dept,45888,4942.5,1089.6,3475.9,377.0,832.5,645.0,15.3,71.9,100.2,Alabama,2268,500,1595,173.0,382,296,7,33,46,1988
Gadsden Police Dept,45038,6820.9,1429.9,4891.4,499.6,1223.4,954.7,11.1,64.4,193.2,Alabama,3072,644,2203,225.0,551,430,5,29,87,1989
Gadsden Police Dept,42523,7875.7,2088.3,5244.2,543.2,1578.0,1309.9,14.1,54.1,199.9,Alabama,3349,888,2230,231.0,671,557,6,23,85,1990
Gadsden Police Dept,43032,9978.6,2463.3,6567.2,948.1,1884.6,1445.4,16.3,65.1,357.9,Alabama,4294,1060,2826,408.0,811,622,7,28,154,1991
Gadsden Police Dept,43526,8808.5,2143.5,5573.7,1091.3,2474.4,2083.8,25.3,55.1,310.2,Alabama,3834,933,2426,475.0,1077,907,11,24,135,1992
Gadsden Police Dept,44333,9331.6,2197.0,6164.7,969.9,2314.3,1782.0,20.3,90.2,421.8,Alabama,4137,974,2733,430.0,1026,790,9,40,187,1993
Gadsden Police Dept,44671,8755.1,2037.1,5997.2,720.8,1690.1,1298.4,22.4,85.1,284.3,Alabama,3911,910,2679,322.0,755,580,10,38,127,1994
Gadsden Police Dept,46925,9598.3,2493.3,6256.8,848.2,1645.2,1189.1,17.0,66.1,372.9,Alabama,4504,1170,2936,398.0,772,558,8,31,175,1995
Gadsden Police Dept,47145,8946.9,1945.1,6170.3,831.5,1726.6,1402.1,6.4,80.6,237.6,Alabama,4218,917,2909,392.0,814,661,3,38,112,1996
Gadsden Police Dept,47652,8136.1,1718.7,5634.6,782.8,1926.5,1590.7,10.5,81.8,243.4,Alabama,3877,819,2685,373.0,918,758,5,39,116,1997
Gadsden Police Dept,42274,7543.6,1487.9,5414.7,641.1,1970.5,1584.9,4.7,63.9,317.0,Alabama,3189,629,2289,271.0,833,670,2,27,134,1998
Gadsden Police Dept,42331,7113.0,1514.3,5027.0,571.7,1776.5,1485.9,9.4,94.5,186.6,Alabama,3011,641,2128,242.0,752,629,4,40,79,1999
Gadsden Police Dept,39323,8183.5,1884.4,5518.4,780.7,1820.8,1485.1,10.2,78.8,246.7,Alabama,3218,741,2170,307.0,716,584,4,31,97,2002
Gadsden Police Dept,38087,8283.7,1522.8,6070.3,690.5,824.4,548.7,15.8,55.1,204.8,Alabama,3155,580,2312,263.0,314,209,6,21,78,2003
Gadsden Police Dept,37865,9370.1,2139.2,6380.6,850.4,948.1,536.1,2.6,113.6,295.8,Alabama,3548,810,2416,322.0,359,203,1,43,112,2004
Gadsden Police Dept,37870,8238.7,1750.7,5922.9,565.1,831.8,309.0,15.8,121.5,385.5,Alabama,3120,663,2243,214.0,315,117,6,46,146,2005
Gadsden Police Dept,37743,8613.5,2196.4,5760.0,657.1,863.7,233.2,5.3,108.6,516.7,Alabama,3251,829,2174,248.0,326,88,2,41,195,2006
Gadsden Police Dept,37066,6785.2,1459.6,4837.3,488.3,469.4,148.4,5.4,40.5,275.2,Alabama,2515,541,1793,181.0,174,55,2,15,102,2007
Gadsden Police Dept,36700,6681.2,1566.8,4675.7,438.7,784.7,313.4,5.4,98.1,367.8,Alabama,2452,575,1716,161.0,288,115,2,36,135,2008
Gadsden Police Dept,36595,7003.7,1664.2,4937.8,401.7,713.2,308.8,5.5,112.0,286.9,Alabama,2563,609,1807,147.0,261,113,2,41,105,2009
Gadsden Police Dept,36856,7108.7,1847.7,4875.7,385.3,862.8,469.4,13.6,81.4,298.5,Alabama,2620,681,1797,142.0,318,173,5,30,110,2010
Gadsden Police Dept,37033,8028.0,2073.8,5311.5,642.7,807.4,521.2,13.5,67.5,205.2,Alabama,2973,768,1967,238.0,299,193,5,25,76,2011
Gadsden Police Dept,36961,8116.7,2259.1,5327.2,530.3,1006.5,608.7,2.7,89.3,305.7,Alabama,3000,835,1969,196.0,372,225,1,33,113,2012
Gardendale Police Dept,8668,2780.3,726.8,1753.6,300.0,34.6,23.1,0.0,0.0,11.5,Alabama,241,63,152,26.0,3,2,0,0,1,1984
Gardendale Police Dept,8735,2392.7,595.3,1499.7,297.7,80.1,68.7,0.0,0.0,11.4,Alabama,209,52,131,26.0,7,6,0,0,1,1985
Gardendale Police Dept,8695,3070.7,667.1,2024.2,379.5,103.5,57.5,0.0,0.0,46.0,Alabama,267,58,176,33.0,9,5,0,0,4,1986
Gardendale Police Dept,9159,2533.0,687.8,1659.6,185.6,120.1,98.3,10.9,0.0,10.9,Alabama,232,63,152,17.0,11,9,1,0,1,1987
Gardendale Police Dept,9194,2719.2,554.7,1870.8,293.7,130.5,65.3,0.0,21.8,43.5,Alabama,250,51,172,27.0,12,6,0,2,4,1988
Gardendale Police Dept,9622,3647.9,613.2,2702.1,332.6,83.1,62.4,0.0,0.0,20.8,Alabama,351,59,260,32.0,8,6,0,0,2,1989
Gardendale Police Dept,9251,4064.4,432.4,3361.8,270.2,162.1,97.3,0.0,0.0,64.9,Alabama,376,40,311,25.0,15,9,0,0,6,1990
Gardendale Police Dept,9361,3311.6,395.3,2595.9,320.5,96.1,32.0,0.0,0.0,64.1,Alabama,310,37,243,30.0,9,3,0,0,6,1991
Gardendale Police Dept,9468,3527.7,338.0,2946.8,242.9,359.1,253.5,0.0,31.7,73.9,Alabama,334,32,279,23.0,34,24,0,3,7,1992
Gardendale Police Dept,9537,3261.0,555.7,2506.0,199.2,293.6,241.2,21.0,0.0,31.5,Alabama,311,53,239,19.0,28,23,2,0,3,1993
Gardendale Police Dept,9609,3777.7,405.9,3163.7,208.1,260.2,187.3,0.0,31.2,41.6,Alabama,363,39,304,20.0,25,18,0,3,4,1994
Gardendale Police Dept,9996,3911.6,670.3,2991.2,250.1,290.1,150.1,0.0,10.0,130.1,Alabama,391,67,299,25.0,29,15,0,1,13,1995
Gardendale Police Dept,10042,4979.1,667.2,4023.1,288.8,199.2,129.5,0.0,0.0,69.7,Alabama,500,67,404,29.0,20,13,0,0,7,1996
Gardendale Police Dept,10150,4945.8,433.5,4256.2,256.2,147.8,88.7,0.0,0.0,59.1,Alabama,502,44,432,26.0,15,9,0,0,6,1997
Gardendale Police Dept,9607,4475.9,416.4,3736.9,322.7,260.2,177.0,0.0,10.4,72.9,Alabama,430,40,359,31.0,25,17,0,1,7,1998
Gardendale Police Dept,9768,4494.3,481.2,3634.3,378.8,235.5,184.3,0.0,10.2,41.0,Alabama,439,47,355,37.0,23,18,0,1,4,1999
Gardendale Police Dept,11626,3509.4,438.7,2769.7,301.0,146.2,137.6,0.0,0.0,8.6,Alabama,408,51,322,35.0,17,16,0,0,1,2000
Gardendale Police Dept,11671,3435.9,359.9,2836.1,239.9,265.6,179.9,0.0,17.1,68.5,Alabama,401,42,331,28.0,31,21,0,2,8,2001
Gardendale Police Dept,11729,3913.4,571.2,3188.7,153.5,136.4,102.3,0.0,8.5,25.6,Alabama,459,67,374,18.0,16,12,0,1,3,2002
Gardendale Police Dept,12043,3827.9,531.4,3014.2,282.3,249.1,74.7,8.3,24.9,141.2,Alabama,461,64,363,34.0,30,9,1,3,17,2003
Gardendale Police Dept,12185,4111.6,451.4,3373.0,287.2,147.7,57.4,0.0,0.0,90.3,Alabama,501,55,411,35.0,18,7,0,0,11,2004
Gardendale Police Dept,13235,3460.5,453.3,2871.2,136.0,151.1,75.6,7.6,0.0,68.0,Alabama,458,60,380,18.0,20,10,1,0,9,2007
Gardendale Police Dept,13626,3919.0,565.1,3207.1,146.8,198.2,102.7,7.3,7.3,80.7,Alabama,534,77,437,20.0,27,14,1,1,11,2008
Gardendale Police Dept,13880,4106.6,706.1,3220.5,180.1,151.3,64.8,0.0,28.8,57.6,Alabama,570,98,447,25.0,21,9,0,4,8,2009
Gardendale Police Dept,13893,3714.1,655.0,2915.1,144.0,215.9,93.6,14.4,7.2,100.8,Alabama,516,91,405,20.0,30,13,2,1,14,2010
Gardendale Police Dept,13960,3180.5,644.7,2421.2,114.6,157.6,100.3,0.0,21.5,35.8,Alabama,444,90,338,16.0,22,14,0,3,5,2011
Gardendale Police Dept,13960,4598.9,651.9,3818.1,128.9,193.4,136.1,0.0,7.2,50.1,Alabama,642,91,533,18.0,27,19,0,1,7,2012
Gulf Shores Police Dept,1539,18323.6,4678.4,12280.7,1364.5,3313.8,3248.9,0.0,65.0,0.0,Alabama,282,72,189,21.0,51,50,0,1,0,1984
Gulf Shores Police Dept,1551,21534.5,6769.8,13539.7,1225.0,1354.0,1096.1,0.0,64.5,193.4,Alabama,334,105,210,19.0,21,17,0,1,3,1985
Gulf Shores Police Dept,2124,16525.4,3813.6,11958.6,753.3,376.6,235.4,47.1,94.2,0.0,Alabama,351,81,254,16.0,8,5,1,2,0,1986
Gulf Shores Police Dept,2448,17565.4,3799.0,13194.4,571.9,694.4,490.2,0.0,81.7,122.5,Alabama,430,93,323,14.0,17,12,0,2,3,1987
Gulf Shores Police Dept,2522,17644.7,3925.5,13164.2,555.1,277.6,237.9,0.0,0.0,39.7,Alabama,445,99,332,14.0,7,6,0,0,1,1988
Gulf Shores Police Dept,2839,16202.9,4367.7,11412.5,422.7,669.2,563.6,0.0,70.4,35.2,Alabama,460,124,324,12.0,19,16,0,2,1,1989
Gulf Shores Police Dept,3261,17142.0,5059.8,11591.5,490.6,705.3,644.0,0.0,0.0,61.3,Alabama,559,165,378,16.0,23,21,0,0,2,1990
Gulf Shores Police Dept,3300,13545.5,3848.5,9242.4,454.5,697.0,575.8,0.0,30.3,90.9,Alabama,447,127,305,15.0,23,19,0,1,3,1991
Gulf Shores Police Dept,3337,13964.6,3116.6,10758.2,89.9,479.5,449.5,0.0,0.0,30.0,Alabama,466,104,359,3.0,16,15,0,0,1,1992
Gulf Shores Police Dept,3791,11949.4,4062.3,7834.3,52.8,844.1,738.6,0.0,52.8,52.8,Alabama,453,154,297,2.0,32,28,0,2,2,1993
Gulf Shores Police Dept,3819,10369.2,2487.6,7803.1,78.6,497.5,261.8,26.2,78.6,130.9,Alabama,396,95,298,3.0,19,10,1,3,5,1994
Gulf Shores Police Dept,4515,8261.4,2104.1,6068.7,88.6,509.4,398.7,0.0,22.1,88.6,Alabama,373,95,274,4.0,23,18,0,1,4,1995
Gulf Shores Police Dept,4536,8487.7,1962.1,6261.0,264.6,485.0,374.8,0.0,66.1,44.1,Alabama,385,89,284,12.0,22,17,0,3,2,1996
Gulf Shores Police Dept,4584,10754.8,2508.7,7984.3,261.8,283.6,240.0,0.0,0.0,43.6,Alabama,493,115,366,12.0,13,11,0,0,2,1997
Gulf Shores Police Dept,4217,13327.0,2774.5,10078.3,474.3,853.7,758.8,0.0,47.4,47.4,Alabama,562,117,425,20.0,36,32,0,2,2,1998
Gulf Shores Police Dept,4427,13508.0,3433.5,9803.5,271.1,1445.7,1174.6,0.0,135.5,135.5,Alabama,598,152,434,12.0,64,52,0,6,6,1999
Gulf Shores Police Dept,5044,12430.6,3410.0,8762.9,257.7,1169.7,912.0,19.8,39.7,198.3,Alabama,627,172,442,13.0,59,46,1,2,10,2000
Gulf Shores Police Dept,5064,9814.4,2507.9,6990.5,316.0,1165.1,947.9,0.0,98.7,118.5,Alabama,497,127,354,16.0,59,48,0,5,6,2001
Gulf Shores Police Dept,5089,7899.4,1866.8,5757.5,275.1,1139.7,786.0,59.0,216.2,78.6,Alabama,402,95,293,14.0,58,40,3,11,4,2002
Gulf Shores Police Dept,5521,6737.9,1503.4,4944.8,289.8,797.0,633.9,0.0,126.8,36.2,Alabama,372,83,273,16.0,44,35,0,7,2,2003
Gulf Shores Police Dept,5719,8165.8,2150.7,5735.3,279.8,594.5,437.1,0.0,104.9,52.5,Alabama,467,123,328,16.0,34,25,0,6,3,2004
Gulf Shores Police Dept,6333,6774.0,1484.3,5021.3,268.4,647.4,521.1,15.8,31.6,79.0,Alabama,429,94,318,17.0,41,33,1,2,5,2005
Gulf Shores Police Dept,7329,6126.3,1419.0,4448.1,259.2,641.3,436.6,0.0,54.6,150.1,Alabama,449,104,326,19.0,47,32,0,4,11,2006
Gulf Shores Police Dept,9486,4743.8,1064.7,3594.8,84.3,906.6,210.8,10.5,84.3,600.9,Alabama,450,101,341,8.0,86,20,1,8,57,2007
Gulf Shores Police Dept,10985,5116.1,518.9,4524.4,72.8,300.4,63.7,9.1,173.0,54.6,Alabama,562,57,497,8.0,33,7,1,19,6,2008
Gulf Shores Police Dept,10947,5206.9,465.9,4667.9,73.1,201.0,100.5,0.0,73.1,27.4,Alabama,570,51,511,8.0,22,11,0,8,3,2009
Gulf Shores Police Dept,9741,4814.7,287.4,4393.8,133.5,246.4,102.7,10.3,92.4,41.1,Alabama,469,28,428,13.0,24,10,1,9,4,2010
Gulf Shores Police Dept,9788,5588.5,1409.9,3994.7,183.9,429.1,337.1,0.0,71.5,20.4,Alabama,547,138,391,18.0,42,33,0,7,2,2011
Gulf Shores Police Dept,10022,7593.3,1327.1,6016.8,249.5,459.0,359.2,0.0,29.9,69.8,Alabama,761,133,603,25.0,46,36,0,3,7,2012
Hartselle Police Dept,9017,3426.9,1009.2,2306.8,110.9,122.0,55.5,0.0,0.0,66.5,Alabama,309,91,208,10.0,11,5,0,0,6,1984
Hartselle Police Dept,9087,2134.9,792.3,1199.5,143.1,77.0,44.0,11.0,0.0,22.0,Alabama,194,72,109,13.0,7,4,1,0,2,1985
Hartselle Police Dept,9396,2607.5,702.4,1734.8,170.3,180.9,106.4,0.0,21.3,53.2,Alabama,245,66,163,16.0,17,10,0,2,5,1986
Hartselle Police Dept,9763,3421.1,921.8,2355.8,143.4,338.0,276.6,0.0,10.2,51.2,Alabama,334,90,230,14.0,33,27,0,1,5,1987
Hartselle Police Dept,9903,2706.3,616.0,1969.1,121.2,292.8,252.4,0.0,0.0,40.4,Alabama,268,61,195,12.0,29,25,0,0,4,1988
Hartselle Police Dept,10013,3675.2,1068.6,2376.9,229.7,149.8,89.9,10.0,10.0,39.9,Alabama,368,107,238,23.0,15,9,1,1,4,1989
Hartselle Police Dept,10795,3399.7,694.8,2501.2,203.8,185.3,120.4,0.0,18.5,46.3,Alabama,367,75,270,22.0,20,13,0,2,5,1990
Hartselle Police Dept,10924,3487.7,686.6,2636.4,164.8,238.0,210.5,9.2,9.2,9.2,Alabama,381,75,288,18.0,26,23,1,1,1,1991
Hartselle Police Dept,11049,2036.4,425.4,1466.2,144.8,90.5,63.4,9.1,9.1,9.1,Alabama,225,47,162,16.0,10,7,1,1,1,1992
Hartselle Police Dept,11220,1149.7,196.1,900.2,53.5,26.7,0.0,0.0,8.9,17.8,Alabama,129,22,101,6.0,3,0,0,1,2,1993
Hartselle Police Dept,11305,2273.3,318.4,1839.9,115.0,123.8,53.1,0.0,17.7,53.1,Alabama,257,36,208,13.0,14,6,0,2,6,1994
Hartselle Police Dept,11758,2832.1,501.8,2185.7,144.6,42.5,8.5,0.0,17.0,17.0,Alabama,333,59,257,17.0,5,1,0,2,2,1995
Hartselle Police Dept,11813,3047.5,457.1,2344.9,245.5,84.7,59.3,0.0,16.9,8.5,Alabama,360,54,277,29.0,10,7,0,2,1,1996
Hartselle Police Dept,11940,2026.8,351.8,1566.2,108.9,50.3,33.5,0.0,0.0,16.8,Alabama,242,42,187,13.0,6,4,0,0,2,1997
Hartselle Police Dept,12189,3010.9,475.8,2469.4,65.6,82.0,24.6,16.4,24.6,16.4,Alabama,367,58,301,8.0,10,3,2,3,2,1998
Hartselle Police Dept,12482,2956.3,400.6,2475.6,80.1,48.1,16.0,0.0,16.0,16.0,Alabama,369,50,309,10.0,6,2,0,2,2,1999
Hartselle Police Dept,12066,3257.1,613.3,2552.6,91.2,41.4,16.6,0.0,8.3,16.6,Alabama,393,74,308,11.0,5,2,0,1,2,2001
Hartselle Police Dept,12126,2927.6,453.6,2432.8,41.2,49.5,16.5,0.0,16.5,16.5,Alabama,355,55,295,5.0,6,2,0,2,2,2002
Hartselle Police Dept,12213,2603.8,319.3,2186.2,98.3,49.1,32.8,0.0,0.0,16.4,Alabama,318,39,267,12.0,6,4,0,0,2,2003
Hartselle Police Dept,12639,2587.2,324.4,2175.8,87.0,39.6,0.0,0.0,7.9,31.6,Alabama,327,41,275,11.0,5,0,0,1,4,2004
Hartselle Police Dept,12944,2704.0,347.7,2240.4,115.9,208.6,162.2,0.0,30.9,15.5,Alabama,350,45,290,15.0,27,21,0,4,2,2005
Hartselle Police Dept,13198,2485.2,409.2,1992.7,83.3,68.2,45.5,7.6,7.6,7.6,Alabama,328,54,263,11.0,9,6,1,1,1,2006
Hartselle Police Dept,13650,3370.0,527.5,2754.6,87.9,87.9,51.3,0.0,29.3,7.3,Alabama,460,72,376,12.0,12,7,0,4,1,2007
Hartselle Police Dept,13815,3235.6,644.2,2468.3,123.1,115.8,50.7,0.0,43.4,21.7,Alabama,447,89,341,17.0,16,7,0,6,3,2008
Hartselle Police Dept,14070,3859.3,625.4,3049.0,184.8,120.8,71.1,7.1,28.4,14.2,Alabama,543,88,429,26.0,17,10,1,4,2,2009
Hartselle Police Dept,14255,3928.4,561.2,3205.9,161.3,56.1,42.1,0.0,14.0,0.0,Alabama,560,80,457,23.0,8,6,0,2,0,2010
Hartselle Police Dept,14324,3197.4,621.3,2457.4,118.7,139.6,90.8,0.0,20.9,27.9,Alabama,458,89,352,17.0,20,13,0,3,4,2011
Hartselle Police Dept,14380,2781.6,542.4,2128.0,111.3,146.0,111.3,0.0,13.9,20.9,Alabama,400,78,306,16.0,21,16,0,2,3,2012
Helena Police Dept,2721,0,0,0,0,0,0,0,0,0,Alabama,15,3,11,1.0,3,1,1,0,1,1984
Helena Police Dept,2742,0,0,0,0,0,0,0,0,0,Alabama,0,0,0,0.0,0,0,0,0,0,1985
Helena Police Dept,3064,0,0,0,0,0,0,0,0,0,Alabama,15,9,6,0.0,3,3,0,0,0,1986
Helena Police Dept,3516,0,0,0,0,0,0,0,0,0,Alabama,12,8,3,1.0,0,0,0,0,0,1987
Helena Police Dept,3620,0,0,0,0,0,0,0,0,0,Alabama,46,10,32,4.0,6,4,0,2,0,1988
Helena Police Dept,3612,0,0,0,0,0,0,0,0,0,Alabama,42,15,26,1.0,10,9,0,0,1,1989
Helena Police Dept,3918,995.4,306.3,689.1,0.0,204.2,178.7,0.0,25.5,0.0,Alabama,39,12,27,0.0,8,7,0,1,0,1990
Helena Police Dept,3964,1084.8,353.2,630.7,100.9,201.8,151.4,0.0,25.2,25.2,Alabama,43,14,25,4.0,8,6,0,1,1,1991
Helena Police Dept,4009,1870.8,299.3,1496.6,74.8,349.2,349.2,0.0,0.0,0.0,Alabama,75,12,60,3.0,14,14,0,0,0,1992
Helena Police Dept,4627,1361.6,194.5,1123.8,43.2,194.5,194.5,0.0,0.0,0.0,Alabama,63,9,52,2.0,9,9,0,0,0,1993
Helena Police Dept,4662,1222.7,236.0,943.8,42.9,42.9,21.5,0.0,0.0,21.5,Alabama,57,11,44,2.0,2,1,0,0,1,1994
Helena Police Dept,5718,1259.2,332.3,891.9,35.0,35.0,35.0,0.0,0.0,0.0,Alabama,72,19,51,2.0,2,2,0,0,0,1995
Helena Police Dept,5744,1096.8,330.8,748.6,17.4,0.0,0.0,0.0,0.0,0.0,Alabama,63,19,43,1.0,0,0,0,0,0,1996
Helena Police Dept,5805,1050.8,172.3,844.1,34.5,155.0,137.8,0.0,17.2,0.0,Alabama,61,10,49,2.0,9,8,0,1,0,1997
Helena Police Dept,8831,486.9,56.6,385.0,45.3,147.2,124.6,0.0,11.3,11.3,Alabama,43,5,34,4.0,13,11,0,1,1,1998
Helena Police Dept,9557,586.0,94.2,470.9,20.9,10.5,10.5,0.0,0.0,0.0,Alabama,56,9,45,2.0,1,1,0,0,0,1999
Helena Police Dept,10336,870.7,174.1,677.2,19.3,96.7,77.4,0.0,9.7,9.7,Alabama,90,18,70,2.0,10,8,0,1,1,2001
Helena Police Dept,11438,375.9,35.0,332.2,8.7,8.7,0.0,0.0,8.7,0.0,Alabama,43,4,38,1.0,1,0,0,1,0,2003
Helena Police Dept,12011,74.9,25.0,50.0,0.0,8.3,0.0,0.0,8.3,0.0,Alabama,9,3,6,0.0,1,0,0,1,0,2004
Helena Police Dept,12509,1223.1,175.9,1031.3,16.0,127.9,127.9,0.0,0.0,0.0,Alabama,153,22,129,2.0,16,16,0,0,0,2005
Helena Police Dept,14429,762.4,166.3,582.2,13.9,104.0,97.0,0.0,6.9,0.0,Alabama,110,24,84,2.0,15,14,0,1,0,2007
Helena Police Dept,14701,802.7,204.1,571.4,27.2,190.5,170.1,0.0,20.4,0.0,Alabama,118,30,84,4.0,28,25,0,3,0,2008
Helena Police Dept,15192,256.7,111.9,144.8,0.0,85.6,65.8,0.0,6.6,13.2,Alabama,39,17,22,0.0,13,10,0,1,2,2009
Helena Police Dept,16793,607.4,71.5,506.2,29.8,47.6,41.7,0.0,6.0,0.0,Alabama,102,12,85,5.0,8,7,0,1,0,2010
Helena Police Dept,16874,1049.0,165.9,817.8,65.2,59.3,53.3,0.0,5.9,0.0,Alabama,177,28,138,11.0,10,9,0,1,0,2011
Helena Police Dept,17076,1019.0,140.5,819.9,58.6,64.4,52.7,0.0,5.9,5.9,Alabama,174,24,140,10.0,11,9,0,1,1,2012
Homewood Police Dept,21366,8129.7,1418.1,5752.1,959.5,547.6,322.9,14.0,28.1,182.5,Alabama,1737,303,1229,205.0,117,69,3,6,39,1984
Homewood Police Dept,21531,8332.2,1514.1,5578.0,1240.1,571.3,260.1,4.6,27.9,278.7,Alabama,1794,326,1201,267.0,123,56,1,6,60,1985
Homewood Police Dept,21362,0,0,0,0,0,0,0,0,0,Alabama,1256,296,852,108.0,107,71,2,0,34,1986
Homewood Police Dept,22167,8142.7,2043.6,5408.9,690.2,942.8,559.4,4.5,27.1,351.9,Alabama,1805,453,1199,153.0,209,124,1,6,78,1987
Homewood Police Dept,22251,8646.8,1716.8,6206.5,723.6,822.4,521.3,0.0,40.4,260.7,Alabama,1924,382,1381,161.0,183,116,0,9,58,1988
Homewood Police Dept,21300,8469.5,1746.5,5845.1,877.9,1197.2,741.8,9.4,46.9,399.1,Alabama,1804,372,1245,187.0,255,158,2,10,85,1989
Homewood Police Dept,22922,7215.8,1230.3,5309.3,676.2,558.4,279.2,17.5,8.7,253.0,Alabama,1654,282,1217,155.0,128,64,4,2,58,1990
Homewood Police Dept,23196,6647.7,1228.7,4660.3,758.8,431.1,150.9,8.6,12.9,258.7,Alabama,1542,285,1081,176.0,100,35,2,3,60,1991
Homewood Police Dept,23462,7556.9,1244.6,5609.1,703.3,366.6,136.4,4.3,8.5,217.4,Alabama,1773,292,1316,165.0,86,32,1,2,51,1992
Homewood Police Dept,23620,6185.4,762.1,4682.5,740.9,381.0,110.1,8.5,16.9,245.6,Alabama,1461,180,1106,175.0,90,26,2,4,58,1993
Homewood Police Dept,23800,6352.9,773.1,4953.8,626.1,508.4,117.6,0.0,21.0,369.7,Alabama,1512,184,1179,149.0,121,28,0,5,88,1994
Homewood Police Dept,24061,6392.1,831.2,5062.1,498.7,461.3,124.7,0.0,16.6,320.0,Alabama,1538,200,1218,120.0,111,30,0,4,77,1995
Homewood Police Dept,24174,6651.8,777.7,5311.5,562.6,504.7,128.2,0.0,24.8,351.6,Alabama,1608,188,1284,136.0,122,31,0,6,85,1996
