acquisition date,birth.location,birth.year,creation decade,creation year,credit,death.location,death.year,depth,gender,height,medium,name,role,thumbnail,title,url,width
1997,Egremont,1869,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"England, United Kingdom",1955,0.0,Male,221.0,Watercolour on paper,"Birch, Samuel John Lamorna",artist,,Study of White Rocks in a Landscape,http://www.tate.org.uk/art/artworks/birch-study-of-white-rocks-in-a-landscape-t11012,145.0
1847,"Wolverhampton, United Kingdom",1762,0,0,Presented by Robert Vernon 1847,"London, United Kingdom",1819,0.0,Male,610.0,Oil paint on oak,"Bird, Edward",artist,http://www.tate.org.uk/art/images/work/N/N00/N00323_8.jpg,The Raffle for the Watch,http://www.tate.org.uk/art/artworks/bird-the-raffle-for-the-watch-n00323,445.0
1977,"Doncaster, United Kingdom",1945,1970,1973,Transferred from the Library 1977,,0,0.0,Male,441.0,Lithograph on paper,"Bird, John",artist,,I.I.,http://www.tate.org.uk/art/artworks/bird-ii-p08006,559.0
2013,,2004,2010,2012,Purchased with funds provided by the Asia-Pacific Acquisitions Committee 2013,,0,0.0,Male,0.0,"25 photographs, cellulose print, black and white, on paper","Birdhead (Ji Weiyu, born 1980; Song Tao, born 1979)",artist,,Welcome to Birdhead World Again,http://www.tate.org.uk/art/artworks/birdhead-ji-weiyu-welcome-to-birdhead-world-again-t13801,0.0
1940,"London, United Kingdom",1868,1900,1907,Presented by Cecil French in memory of the artist 1940,"London, United Kingdom",1939,0.0,Male,356.0,Oil paint on canvas,"Bishop, Henry",artist,http://www.tate.org.uk/art/images/work/N/N05/N05006_8.jpg,"Sirocco, Tetuan",http://www.tate.org.uk/art/artworks/bishop-sirocco-tetuan-n05006,305.0
1960,"Freiburg im Breisgau, Deutschland",1893,1950,1959,Purchased 1960,"Ascona, Schweiz",1965,0.0,Male,235.0,Tempera on fabric,"Bissier, Julius",artist,http://www.tate.org.uk/art/images/work/T/T00/T00362_8.jpg,20 Jan. 59 Zurich,http://www.tate.org.uk/art/artworks/bissier-20-jan-59-zurich-t00362,200.0
1940,"Fairford, United Kingdom",1896,1930,1935,Presented by the Trustees of the Chantrey Bequest 1940,,1973,0.0,Male,756.0,Oil paint on board,"Bissill, George",artist,http://www.tate.org.uk/art/images/work/N/N05/N05341_8.jpg,"Landscape, Layton",http://www.tate.org.uk/art/artworks/bissill-landscape-layton-n05341,635.0
1985,"Lot-et-Garonne, France",1886,1950,1955,Purchased 1985,"Lot, France",1964,0.0,Male,318.0,Etching and aquatint on paper,"Bissire, Roger",artist,http://www.tate.org.uk/art/images/work/P/P77/P77113_8.jpg,Untitled,http://www.tate.org.uk/art/artworks/bissiere-untitled-p77113,394.0
2004,"lesund, Norge",1952,1990,1996,"Presented by Tyler Graphics Ltd in honour of Pat Gilmour, Tate Print Department 1974-7, 2004",,0,0.0,Male,1020.0,Linocut and lithograph on paper,"Bjrlo, Per Inge",artist,http://www.tate.org.uk/art/images/work/P/P12/P12031_8.jpg,Drift,http://www.tate.org.uk/art/artworks/bjrlo-drift-p12031,695.0
2009,,1958,1980,1984,Presented by Tate Members 2008,,1998,0.0,,0.0,"Film, 35 mm, or video, high definition, projection, colour and sound (stereo)",Black Audio Film Collective (John Akomfrah; Reece Auguis; Edward George; Lina Gopaul; Avril Johnson; David Lawson; Trevo,artist,,Expeditions Two: Images of Nationality,http://www.tate.org.uk/art/artworks/black-audio-film-collective-john-akomfrah-reece-auguis-edward-george-lina-gopaul-avril-t12864,0.0
2013,"Alexandria, United Kingdom",1972,2010,2011,Purchased with assistance from Outset Contemporary Art Fund 2013 ,,0,0.0,Female,0.0,"Cellophane, paint, sellotape, plaster powder, powder paint, sugar paper, chalk, bath bombs, ribbon and wood","Black, Karla",artist,,At Fault,http://www.tate.org.uk/art/artworks/black-at-fault-t13852,0.0
1975,,0,1960,1967,Presented by the Welsh Arts Council 1975,,0,0.0,Female,1829.0,Screenprint on paper,"Black, Sheila",artist,,Broad Street Line,http://www.tate.org.uk/art/artworks/black-broad-street-line-p03090,3048.0
1966,"Falkirk, United Kingdom",1931,1960,1963,Presented by the Trustees of the Chantrey Bequest 1966,,0,0.0,Female,1118.0,Oil paint on canvas,"Blackadder, Elizabeth",artist,http://www.tate.org.uk/art/images/work/T/T00/T00859_8.jpg,Still Life with Pomegranates,http://www.tate.org.uk/art/artworks/blackadder-still-life-with-pomegranates-t00859,864.0
1987,"Petersfield, United Kingdom",1955,1980,1984,Presented by the Patrons of New Art through the Friends of the Tate Gallery 1987,,0,580.0,Female,1525.0,Painted steel,"Blacker, Kate",artist,http://www.tate.org.uk/art/images/work/T/T04/T04911_8.jpg,Made in 84,http://www.tate.org.uk/art/artworks/blacker-made-in-84-t04911,2870.0
1989,"Nantes, France",1956,1980,1987,Presented by Garner H. Tullis and Pamela Auchincloss 1989,,0,0.0,Male,575.0,Relief print on paper,"Blais, Jean-Charles",artist,,Blue Sky,http://www.tate.org.uk/art/artworks/blais-blue-sky-p11223,755.0
1913,,1790,1820,1829,Bequeathed by Sir Henry Layard GCB 1913,,1830,0.0,Male,200.0,Oil paint on wood,"Blake, Benjamin",artist,http://www.tate.org.uk/art/images/work/N/N02/N02946_8.jpg,Still Life,http://www.tate.org.uk/art/artworks/blake-still-life-n02946,254.0
1985,"Rhode Island, United States",1945,1980,1981,Purchased 1985,,0,0.0,Male,1257.0,Screenprint and photograph on paper,"Blake, John",artist,,Six Hundred Eyes for Krzysztofory,http://www.tate.org.uk/art/artworks/blake-six-hundred-eyes-for-krzysztofory-p77117,993.0
2002,"Dartford, United Kingdom",1932,1960,1965,Presented by David Hockney 2002,,0,21.0,Male,1528.0,"Acrylic paint, graphite and ink on canvas","Blake, Peter",artist,http://www.tate.org.uk/art/images/work/T/T07/T07900_8.jpg,Portrait of David Hockney in a Hollywood Spanish Interior,http://www.tate.org.uk/art/artworks/blake-portrait-of-david-hockney-in-a-hollywood-spanish-interior-t07900,1828.0
1922,"London, United Kingdom",1762,0,0,Presented by Mrs John Richmond 1922,"London, United Kingdom",1787,0.0,Male,394.0,Graphite on paper,"Blake, Robert",artist,http://www.tate.org.uk/art/images/work/A/A00/A00004_8.jpg,Six Drawings of Figures with Outstretched Arms,http://www.tate.org.uk/art/artworks/blake-six-drawings-of-figures-with-outstretched-arms-a00004,318.0
2010,"London, United Kingdom",1757,1790,1796,"Purchased with funds provided by the Art Fund, Tate Members, Tate Patrons, Tate Fund and individual donors 2009","London, United Kingdom",1827,0.0,Male,184.0,"Etching with paint, watercolour and ink on paper","Blake, William",artist,http://www.tate.org.uk/art/images/work/T/T13/T13004_8.jpg,First Book of Urizen pl. 11,http://www.tate.org.uk/art/artworks/blake-first-book-of-urizen-pl-11-t13004,257.0
1994,"London, United Kingdom",1914,1950,1959,"Presented by Stephen Blamey, the artist's son 1994",,2000,0.0,Male,887.0,Oil paint on board,"Blamey, Norman",artist,http://www.tate.org.uk/art/images/work/T/T06/T06868_8.jpg,My Wife and Son,http://www.tate.org.uk/art/artworks/blamey-my-wife-and-son-t06868,1652.0
1947,Auteuil,1861,1930,1934,Presented by Georges A. Mevil-Blanche 1947,"Paris, France",1942,0.0,Male,603.0,Oil paint on canvas,"Blanche, Jacques-Emile",artist,http://www.tate.org.uk/art/images/work/N/N05/N05756_8.jpg,"August Morning, Dieppe Beach",http://www.tate.org.uk/art/artworks/blanche-august-morning-dieppe-beach-n05756,730.0
1938,"Lincolnshire, United Kingdom",1864,1930,1938,Presented by the Trustees of the Chantrey Bequest 1938,"London, United Kingdom",1951,0.0,Female,610.0,Oil paint on board,"Bland, Beatrice",artist,http://www.tate.org.uk/art/images/work/N/N04/N04964_8.jpg,Yachts at Lymington,http://www.tate.org.uk/art/artworks/bland-yachts-at-lymington-n04964,508.0
1983,,1908,1920,1925,Transferred from the Victoria & Albert Museum 1983,,1970,90.0,Male,670.0,Stone,"Blaymires, Charles Henry",artist,,Inscription: To be afraid,http://www.tate.org.uk/art/artworks/blaymires-inscription-to-be-afraid-t03709,380.0
2013,"New York, United States",1949,1990,1991,"Presented by the American Fund for the Tate Gallery, courtesy of Eileen and Peter Norton 2012",,0,0.0,Male,406.0,Relief print on paper,"Bleckner, Ross",artist,,Untitled,http://www.tate.org.uk/art/artworks/bleckner-untitled-p13293,508.0
2001,Deutschland,1967,1990,1999,Purchased 2001,,0,0.0,Female,2420.0,"Photograph, colour, on paper mounted onto aluminium","Blees Luxemburg, Rut",artist,http://www.tate.org.uk/art/images/work/P/P78/P78570_8.jpg,Viewing the Open,http://www.tate.org.uk/art/artworks/blees-luxemburg-viewing-the-open-p78570,1500.0
1981,"Karachi, Pakistan",1900,1940,1946,Purchased 1981,,1984,0.0,Male,1016.0,Oil paint on canvas,"Bliss, Douglas Percy",artist,http://www.tate.org.uk/art/images/work/T/T03/T03203_8.jpg,"Gunhills, Windley",http://www.tate.org.uk/art/artworks/bliss-gunhills-windley-t03203,762.0
1966,Schlesien,1883,1950,1952,"Presented by Mrs C. Bloch, the artist's widow 1966","London, United Kingdom",1954,0.0,Male,914.0,Oil paint on canvas,"Bloch, Martin",artist,http://www.tate.org.uk/art/images/work/T/T00/T00883_8.jpg,Afternoon in Bangor,http://www.tate.org.uk/art/artworks/bloch-afternoon-in-bangor-t00883,1270.0
2010,"Groningen, Nederland",1956,1990,1994,Presented by the artist in memory of Stuart Morgan 2010,,0,0.0,Female,220.0,Gouache and ink on photograph on paper,"Blom, Ansuya",artist,,...this human being...,http://www.tate.org.uk/art/artworks/blom-this-human-being-t13189,300.0
1988,"Stamford, United Kingdom",1789,0,0,Purchased 1988,"London, United Kingdom",1879,0.0,Male,254.0,Intaglio print on paper,"Blore, Edward",manner of,http://www.tate.org.uk/art/images/work/T/T05/T05241_8.jpg,"St Margarets at Cliff, near Dover, Kent",http://www.tate.org.uk/art/artworks/blore-st-margarets-at-cliff-near-dover-kent-t05241,178.0
2008,"London, United Kingdom",1925,1980,1988,Presented by Tate Members 2007,,2006,0.0,Female,2600.0,"Acrylic paint, cardboard and paper on canvas","Blow, Sandra",artist,http://www.tate.org.uk/art/images/work/T/T12/T12564_8.jpg,Vivace,http://www.tate.org.uk/art/artworks/blow-vivace-t12564,2600.0
2010,Zhonghua,1924,1950,1954,Accepted by HM Government in lieu of inheritance tax from the Estate of Barbara Lloyd and allocated to Tate 2009,,0,0.0,Female,235.0,"Photograph, gelatin silver print on paper","Bo, Hou",artist,,Chairman Mao Zedong at Beidaihe Hebei Provence,http://www.tate.org.uk/art/artworks/bo-chairman-mao-zedong-at-beidaihe-hebei-provence-p13135,300.0
1972,"Reggio di Calabria, Italia",1882,1910,1913,Purchased 1972,"Veneto, Italia",1916,368.0,Male,876.0,Bronze,"Boccioni, Umberto",artist,http://www.tate.org.uk/art/images/work/T/T01/T01589_8.jpg,Unique Forms of Continuity in Space,http://www.tate.org.uk/art/artworks/boccioni-unique-forms-of-continuity-in-space-t01589,1175.0
2009,"Pittsburgh, United States",1940,1960,1969,Presented anonymously 2009,,0,0.0,Male,179.0,Ink on paper,"Bochner, Mel",artist,http://www.tate.org.uk/art/images/work/T/T12/T12893_8.jpg,Language is not transparent,http://www.tate.org.uk/art/artworks/bochner-language-is-not-transparent-t12893,247.0
1912,"s Gravenhage, Nederland",1851,1890,1890,Presented by J.C.J. Drucker 1912,"Haarlem, Nederland",1904,0.0,Male,438.0,Oil paint on wood,"Bock, Thophile de",artist,,Woudrichem,http://www.tate.org.uk/art/artworks/bock-woudrichem-n02873,330.0
1970,South Africa,1929,1960,1969,Purchased 1970,,1996,991.0,Male,737.0,Steel,"Boden, Neville",artist,http://www.tate.org.uk/art/images/work/T/T01/T01209_8.jpg,Blow in her Ear,http://www.tate.org.uk/art/artworks/boden-blow-in-her-ear-t01209,1822.0
1906,"Wien, sterreich",1834,0,0,Presented by S.W. Graystone 1906,"London, United Kingdom",1890,267.0,Male,457.0,Marble,"Boehm, Sir Joseph Edgar",artist,http://www.tate.org.uk/art/images/work/N/N02/N02244_8.jpg,Mrs Wynn Ellis,http://www.tate.org.uk/art/artworks/boehm-mrs-wynn-ellis-n02244,648.0
2010,"Torino, Italia",1940,1970,1975,Presented by Tate Members 2010,,1994,0.0,Male,0.0,"81 photographs, black and white on paper, colour postcards and printed papers on card","Boetti, Alighiero",artist,http://www.tate.org.uk/art/images/work/T/T13/T13028_8.jpg,Insicuro Noncurante,http://www.tate.org.uk/art/artworks/boetti-insicuro-noncurante-t13028,0.0
2010,"Knigsberg in Bayern, Deutschland",1924,1970,1970,Accepted by HM Government in lieu of inheritance tax from the Estate of Barbara Lloyd and allocated to Tate 2009,,0,0.0,Female,185.0,"Photograph, gelatin silver print on paper","Bohm, Dorothy",artist,,Paris,http://www.tate.org.uk/art/artworks/bohm-paris-p13104,235.0
1976,"Qubec, Canada",1940,1970,1971,Presented by the University of Quebec 1976,,0,0.0,Male,410.0,Screenprint on paper,"Boisvert, Gilles",artist,http://www.tate.org.uk/art/images/work/P/P03/P03168_8.jpg,Silver Bird over the Rue St Laurent,http://www.tate.org.uk/art/artworks/boisvert-silver-bird-over-the-rue-st-laurent-p03168,613.0
1948,France,1734,1760,1760,Purchased 1948,,1760,0.0,Male,591.0,Oil paint on canvas,"Boitard, Louis Philippe",manner of,http://www.tate.org.uk/art/images/work/N/N05/N05853_8.jpg,An Exact Representation of the Game of Cricket,http://www.tate.org.uk/art/artworks/boitard-an-exact-representation-of-the-game-of-cricket-n05853,489.0
1992,"Paris, France",1944,1990,1990,Presented by the Fondation Cartier 1992,,0,270.0,Male,4725.0,"42 photographs on paper, 42 electric lamps, fabric and wood","Boltanski, Christian",artist,http://www.tate.org.uk/art/images/work/T/T06/T06605_8.jpg,The Reserve of Dead Swiss,http://www.tate.org.uk/art/artworks/boltanski-the-reserve-of-dead-swiss-t06605,2834.0
1970,South Africa,1934,1970,1971,Presented by Alistair McAlpine (later Lord McAlpine of West Green) 1970,,2013,1016.0,Male,6852.0,Painted aluminium and steel,"Bolus, Michael",artist,,Untitled,http://www.tate.org.uk/art/artworks/bolus-untitled-t01359,1702.0
1995,"Birmingham, United Kingdom",1890,1940,1942,Purchased 1995,"London, United Kingdom",1957,0.0,Male,972.0,Oil paint on board,"Bomberg, David",artist,http://www.tate.org.uk/art/images/work/T/T06/T06998_8.jpg,Bomb Store,http://www.tate.org.uk/art/artworks/bomberg-bomb-store-t06998,745.0
1997,"Great Britain, United Kingdom",1966,1990,1994,Presented by Charles Booth-Clibborn in memory of Joshua Compston 1997,,0,0.0,Male,470.0,Letterpress on paper,"Bond, Henry",artist,http://www.tate.org.uk/art/images/work/P/P11/P11422_8.jpg,[no title],http://www.tate.org.uk/art/artworks/bond-no-title-p11422,612.0
1918,,1876,1900,1905,Presented by the Ministry of Information 1918,"Oxford, United Kingdom",1953,0.0,Male,286.0,Intaglio print on paper,"Bone, Sir Muirhead",artist,http://www.tate.org.uk/art/images/work/P/P03/P03007_8.jpg,Somerset House,http://www.tate.org.uk/art/artworks/bone-somerset-house-p03007,305.0
1997,"London, United Kingdom",1904,1950,1952,Purchased 1997,"London, United Kingdom",1958,0.0,Male,1022.0,Oil paint on canvas,"Bone, Stephen",artist,http://www.tate.org.uk/art/images/work/T/T07/T07231_8.jpg,Little Venice,http://www.tate.org.uk/art/artworks/bone-little-venice-t07231,762.0
1986,"Figline Valdarno, Italia",1955,1980,1985,Purchased 1986,,1994,0.0,Male,987.0,"Etching, drypoint and aquatint on paper","Bonechi, Lorenzo",artist,,The Deer Hunt,http://www.tate.org.uk/art/artworks/bonechi-the-deer-hunt-p77134,829.0
2004,"Arnold, United Kingdom",1802,1820,1825,"Purchased with assistance from the Heritage Lottery Fund, the Art Fund and Tate Members 2004","London, United Kingdom",1828,0.0,Male,967.0,Oil paint on canvas,"Bonington, Richard Parkes",artist,http://www.tate.org.uk/art/images/work/T/T11/T11900_8.jpg,French Coast with Fishermen,http://www.tate.org.uk/art/artworks/bonington-french-coast-with-fishermen-t11900,643.0
2008,"Fontenay-aux-Roses, France",1867,1930,1936,"Bequeathed by Simon Sainsbury 2006, accessioned 2008","Cannet, le, France",1947,20.0,Male,754.0,Oil paint on canvas,"Bonnard, Pierre",artist,http://www.tate.org.uk/art/images/work/T/T12/T12612_8.jpg,The Yellow Boat,http://www.tate.org.uk/art/artworks/bonnard-the-yellow-boat-t12612,581.0
1962,"Providence, United States",1931,1960,1961,Presented by Leo Castelli 1962,,0,0.0,Female,997.0,Graphite on paper,"Bontecou, Lee",artist,,Drawing,http://www.tate.org.uk/art/artworks/bontecou-drawing-t00506,686.0
2010,,0,0,0,Accepted by HM Government in lieu of inheritance tax from the Estate of Barbara Lloyd and allocated to Tate 2009,,0,0.0,,130.0,"Photograph, gelatin silver print on paper","Booth, L",artist,,Gondola,http://www.tate.org.uk/art/artworks/booth-gondola-p13097,85.0
1999,"Darvel, United Kingdom",1965,1990,1997,Presented by the Patrons of New Art through the Tate Gallery Foundation 1999,,0,0.0,Female,0.0,"Leather, sawdust and PVC","Borland, Christine",artist,http://www.tate.org.uk/art/images/work/T/T07/T07559_8.jpg,Phantom Twins,http://www.tate.org.uk/art/artworks/borland-phantom-twins-t07559,0.0
1961,Cesk Republika,1904,1960,1960,Presented by Dr Henry Roland 1961,,1976,70.0,Male,1052.0,Oil paint on canvas,"Bornfriend, Jacob",artist,,Grey and Blue Still Life,http://www.tate.org.uk/art/artworks/bornfriend-grey-and-blue-still-life-t00462,848.0
1984,"Boston, United States",1942,1970,1977,Purchased 1984,,0,0.0,Male,307.0,Graphite and ink on paper,"Borofsky, Jonathan",artist,,"Untitled at 2,436,185",http://www.tate.org.uk/art/artworks/borofsky-untitled-at-2436185-t03917,355.0
1953,,1644,0,0,Bequeathed by Sir Edward Marsh through the Art Fund 1953,,1687,0.0,Male,711.0,Oil paint on canvas,"Borseller, Peter",artist,http://www.tate.org.uk/art/images/work/N/N06/N06175_8.jpg,Portrait of a Lady,http://www.tate.org.uk/art/artworks/borseller-portrait-of-a-lady-n06175,914.0
1998,"Portsmouth, United Kingdom",1937,1980,1980,Presented anonymously 1998,,0,33.0,Male,1022.0,Oil paint on canvas,"Boshier, Derek",artist,http://www.tate.org.uk/art/images/work/T/T07/T07475_8.jpg,Shy Cowboy,http://www.tate.org.uk/art/artworks/boshier-shy-cowboy-t07475,1324.0
1986,"Madras, Bharat",1944,1980,1984,Purchased 1986,,0,0.0,Male,1068.0,Woodcut on paper,"Bosman, Richard",artist,,Falling Man,http://www.tate.org.uk/art/artworks/bosman-falling-man-p77135,1448.0
2008,"Westport, New Zealand",1906,1930,1939,Presented by Ruth Boswell 2008,,1971,0.0,Male,341.0,Ink and watercolour on paper,"Boswell, James",artist,,Le Sphinx,http://www.tate.org.uk/art/artworks/boswell-le-sphinx-t12845,503.0
1999,"Surrey, United Kingdom",1938,1960,1963,Purchased 1999,"London, United Kingdom",1966,25.0,Female,1530.0,Oil paint on canvas,"Boty, Pauline",artist,http://www.tate.org.uk/art/images/work/T/T07/T07496_8.jpg,The Only Blonde in the World,http://www.tate.org.uk/art/artworks/boty-the-only-blonde-in-the-world-t07496,1224.0
