acquisition date,birth.location,birth.year,creation decade,creation year,credit,death.location,death.year,depth,gender,height,medium,name,role,thumbnail,title,url,width
2004,"Shizuoka, Nihon",1965,2000,2002,Purchased with funds provided by the 2003 Outset Frieze Acquisitions Fund for Tate 2003,,0,1502.0,Male,1451.0,Marble,"Sone, Yutaka",artist,,Highway Junction 110-105,http://www.tate.org.uk/art/artworks/sone-highway-junction-110-105-t11807,257.0
2011,"Mamou, United States",1941,1960,1969,Presented by the American Fund for the Tate Gallery 2010 ,,0,5.0,Male,1950.0,"Latex, pigment and sawdust","Sonnier, Keith",artist,,Red Flocked Wall,http://www.tate.org.uk/art/artworks/sonnier-red-flocked-wall-t13352,2850.0
1976,"Budapest, Magyarorszg",1935,1960,1966,Presented by the artist 1976,,0,0.0,Female,489.0,Intaglio print on paper,"Sorel, Agathe",artist,,The Wise and Foolish Virgin,http://www.tate.org.uk/art/artworks/sorel-the-wise-and-foolish-virgin-p02336,565.0
2004,"Minneapolis, United States",1948,1980,1988,"Presented by Tyler Graphics Ltd in honour of Pat Gilmour, Tate Print Department 1974-7, 2004",,0,305.0,Male,2057.0,"Woodcut, lithograph, screenprint, acrylic paint and paper on panel and wood","Sorman, Steven",artist,,From Away,http://www.tate.org.uk/art/artworks/sorman-from-away-p12320,1537.0
1946,"London, United Kingdom",1904,1940,1944,Presented by the War Artists Advisory Committee 1946,,1974,0.0,Male,625.0,"Watercolour, ink and crayon on paper","Sorrell, Alan",artist,http://www.tate.org.uk/art/images/work/N/N05/N05731_8.jpg,Southampton Dock,http://www.tate.org.uk/art/artworks/sorrell-southampton-dock-n05731,521.0
1949,"Redcar and Cleveland, United Kingdom",1916,1940,1945,Presented by the Trustees of the Chantrey Bequest 1949,,1991,0.0,Female,375.0,Watercolour and tempera on paper,"Sorrell, Elizabeth",artist,http://www.tate.org.uk/art/images/work/N/N05/N05928_8.jpg,Ferns in the Conservatory,http://www.tate.org.uk/art/artworks/sorrell-ferns-in-the-conservatory-n05928,559.0
1983,"Ciudad Bolvar, Venezuela",1923,1960,1965,Transferred from the Victoria & Albert Museum 1983,,2005,131.0,Male,298.0,"Wood, nylon and printed paper","Soto, Jesus Rafael",artist,http://www.tate.org.uk/art/images/work/T/T03/T03770_8.jpg,Light Trap,http://www.tate.org.uk/art/artworks/soto-light-trap-t03770,470.0
1954,"Ormskirk, United Kingdom",1594,1620,1625,Purchased 1954,"Chester, United Kingdom",1644,0.0,Male,635.0,Oil paint on canvas,"Souch, John",artist,http://www.tate.org.uk/art/images/work/N/N06/N06247_8.jpg,George Puleston (?),http://www.tate.org.uk/art/artworks/souch-george-puleston-n06247,762.0
1963,"Wien, sterreich",1907,1960,1961,Presented by the Trustees of the Chantrey Bequest 1963,,1995,310.0,Male,280.0,Polyphant stone on slate base,"Soukop, Willi",artist,,Owl,http://www.tate.org.uk/art/artworks/soukop-owl-t00594,450.0
1985,"Rodez, France",1919,1950,1952,Purchased 1985,,0,0.0,Male,553.0,Etching and aquatint on paper,"Soulages, Pierre",artist,http://www.tate.org.uk/art/images/work/P/P77/P77116_8.jpg,Etching No. 2,http://www.tate.org.uk/art/artworks/soulages-etching-no-2-p77116,380.0
1972,"Coventry, United Kingdom",1930,1970,1972,Purchased 1972,,0,0.0,Male,3150.0,Oil paint and acrylic paint on canvas,"Southall, Derek",artist,http://www.tate.org.uk/art/images/work/T/T01/T01562_8.jpg,2 HWP 2 AlEntrada del Temps Clar,http://www.tate.org.uk/art/artworks/southall-2-hwp-2-alentrada-del-temps-clar-t01562,2527.0
1994,"Nottingham, United Kingdom",1861,1920,1922,Presented anonymously in memory of Paul and Rachel Cadbury 1994,,1944,0.0,Male,356.0,"Crayon, pastel and watercolour on paper","Southall, Joseph Edward",artist,http://www.tate.org.uk/art/images/work/T/T06/T06855_8.jpg,The Mount of Olives,http://www.tate.org.uk/art/artworks/southall-the-mount-of-olives-t06855,577.0
1977,"Minskaya Oblast', Belarus",1893,1920,1925,Bequeathed by John Levy 1977,"Paris, France",1943,0.0,Male,727.0,Oil paint on canvas,"Soutine, Cham",artist,http://www.tate.org.uk/art/images/work/T/T02/T02132_8.jpg,Cagnes Landscape with Tree,http://www.tate.org.uk/art/artworks/soutine-cagnes-landscape-with-tree-t02132,600.0
1993,"Goa, Bharat",1924,1950,1959,Purchased 1993,,2002,0.0,Male,1220.0,Oil paint on board,"Souza, F.N.",artist,http://www.tate.org.uk/art/images/work/T/T06/T06776_8.jpg,Crucifixion,http://www.tate.org.uk/art/artworks/souza-crucifixion-t06776,1831.0
2003,"Saugus, United States",1911,1950,1954,Purchased from funds provided by the Patrons of British Art 2003,"London, United Kingdom",1990,5.0,Male,920.0,Oil paint on board,"Spear, Ruskin",artist,http://www.tate.org.uk/art/images/work/T/T07/T07971_8.jpg,Haute Couture,http://www.tate.org.uk/art/artworks/spear-haute-couture-t07971,2280.0
1905,"London, United Kingdom",1872,1890,1894,Presented by the Trustees of the Chantrey Bequest 1905,"London, United Kingdom",1957,0.0,Male,914.0,Oil paint on canvas,"Speed, Harold",artist,http://www.tate.org.uk/art/images/work/N/N01/N01964_8.jpg,"The Alcantara, Toledo, by Moonlight",http://www.tate.org.uk/art/artworks/speed-the-alcantara-toledo-by-moonlight-n01964,635.0
2001,"Rochester, United Kingdom",1865,1940,1944,Bequeathed by Alice Creed 2001,"Northampton, United Kingdom",1958,15.0,Male,382.0,Oil paint on canvas,"Spencelayh, Charles",artist,http://www.tate.org.uk/art/images/work/T/T07/T07730_8.jpg,"War or No War, Who Cares?",http://www.tate.org.uk/art/artworks/spencelayh-war-or-no-war-who-cares-t07730,498.0
2007,"London, United Kingdom",1869,1910,1911,Bequeathed by Mary Spencer Watson 2007,"London, United Kingdom",1934,0.0,Male,1448.0,Oil paint on canvas,"Spencer Watson, George",artist,http://www.tate.org.uk/art/images/work/T/T12/T12356_8.jpg,Hilda and Maggie,http://www.tate.org.uk/art/artworks/spencer-watson-hilda-and-maggie-t12356,1270.0
1981,"Cookham, United Kingdom",1892,1960,1964,Presented by the Trustees of the Chantrey Bequest 1981,,1979,0.0,Male,1816.0,Oil paint on fabric,"Spencer, Gilbert",artist,http://www.tate.org.uk/art/images/work/T/T03/T03224_8.jpg,The Progress of Husbandry,http://www.tate.org.uk/art/artworks/spencer-the-progress-of-husbandry-t03224,914.0
2000,"Surrey, United Kingdom",1942,1990,1997,Presented by the artist's family 2000,"London, United Kingdom",1998,22.0,Female,1501.0,Oil paint on canvas,"Spencer, Jean",artist,http://www.tate.org.uk/art/images/work/T/T07/T07612_8.jpg,[no title],http://www.tate.org.uk/art/artworks/spencer-no-title-t07612,1127.0
1997,,1700,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1799,0.0,Female,115.0,Graphite and ink on paper,"Spencer, Lady",artist,http://www.tate.org.uk/art/images/work/T/T10/T10114_8.jpg,Gallant and Gay Lothario. Caricature,http://www.tate.org.uk/art/artworks/spencer-gallant-and-gay-lothario-caricature-t10114,188.0
2008,"England, United Kingdom",1891,1930,1939,Bequeathed by Maurice Farquharson through the Art Fund 2007,"Cliveden, United States",1959,23.0,Male,610.0,Oil paint on canvas,"Spencer, Sir Stanley",artist,http://www.tate.org.uk/art/images/work/T/T12/T12548_8.jpg,The Woolshop,http://www.tate.org.uk/art/artworks/spencer-the-woolshop-t12548,916.0
1979,,1740,1750,1750,Presented by Paul Mellon through the British Sporting Art Trust 1979,,1756,0.0,Male,1356.0,Oil paint on canvas,"Spencer, Thomas",artist,http://www.tate.org.uk/art/images/work/T/T02/T02373_8.jpg,"A Bay Hunter Held by a Groom, with a Stag-Hunt in the Background",http://www.tate.org.uk/art/artworks/spencer-a-bay-hunter-held-by-a-groom-with-a-stag-hunt-in-the-background-t02373,1149.0
1975,"London, United Kingdom",1910,1970,1971,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,,2005,0.0,Male,597.0,Lithograph on paper,"Spender, John Humphrey",artist,http://www.tate.org.uk/art/images/work/P/P06/P06576_8.jpg,Cornish Tin Mines,http://www.tate.org.uk/art/artworks/spender-cornish-tin-mines-p06576,384.0
1996,"Cleveland, United States",1926,1960,1962,Presented by Janet Wolfson de Botton 1996,"Manhattan Island, United States",2009,0.0,Female,2040.0,Oil paint on canvas,"Spero, Nancy",artist,http://www.tate.org.uk/art/images/work/T/T07/T07142_8.jpg,Lovers,http://www.tate.org.uk/art/artworks/spero-lovers-t07142,1635.0
1937,"London, United Kingdom",1777,1800,1803,Presented by Miss Ruth Young 1937,ire,1823,0.0,Female,914.0,Oil paint on canvas,"Spilsbury, Maria",artist,http://www.tate.org.uk/art/images/work/N/N04/N04880_8.jpg,The Schoolmistress,http://www.tate.org.uk/art/artworks/spilsbury-the-schoolmistress-n04880,762.0
1982,"Galati, Romnia",1930,1960,1960,Purchased 1982,,0,361.0,Male,542.0,"Glass, paper, ceramic, metal and plastic on wood","Spoerri, Daniel",artist,http://www.tate.org.uk/art/images/work/T/T03/T03382_8.jpg,Prose Poems,http://www.tate.org.uk/art/artworks/spoerri-prose-poems-t03382,690.0
1975,"Philadelphia, United States",1904,1960,1967,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,"Philadelphia, United States",1967,0.0,Male,483.0,Lithograph on paper,"Spruance, Benton",artist,,Bestiary,http://www.tate.org.uk/art/artworks/spruance-bestiary-p06579,600.0
1940,"London, United Kingdom",1878,1930,1939,Presented by the Trustees of the Chantrey Bequest 1940,"Saint John's Wood, United Kingdom",1961,0.0,Male,654.0,Oil paint on canvas,"Spurrier, Steven",artist,http://www.tate.org.uk/art/images/work/N/N05/N05339_8.jpg,Yellow Wash-stand,http://www.tate.org.uk/art/artworks/spurrier-yellow-wash-stand-n05339,546.0
1986,"Limerick, ire",1798,1820,1824,Purchased 1986,"London, United Kingdom",1834,0.0,Male,317.0,Oil paint on board,"St John Long, John St John",artist,http://www.tate.org.uk/art/images/work/T/T04/T04169_8.jpg,The Temptation in the Wilderness,http://www.tate.org.uk/art/artworks/st-john-long-the-temptation-in-the-wilderness-t04169,226.0
1980,"Sankt-Peterburg, Rossiya",1914,1950,1950,Purchased 1980,"Antibes, France",1955,0.0,Male,794.0,Oil paint on board,"Stael, Nicolas de",artist,http://www.tate.org.uk/art/images/work/T/T03/T03084_8.jpg,Composition 1950,http://www.tate.org.uk/art/artworks/stael-composition-1950-t03084,1248.0
1967,"Konstanz, Deutschland",1911,1960,1963,Presented anonymously 1967,"Paris, France",2006,349.0,Male,441.0,Bronze,"Stahly, Franois",artist,http://www.tate.org.uk/art/images/work/T/T00/T00940_8.jpg,Growth,http://www.tate.org.uk/art/artworks/stahly-growth-t00940,1184.0
1975,"New York, United States",1922,1970,1971,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,"Ionnina, Ells",1997,0.0,Male,657.0,Screenprint on paper,"Stamos, Theodorus",artist,,Spartan Sun Box I,http://www.tate.org.uk/art/artworks/stamos-spartan-sun-box-i-p05143,606.0
1997,"Sunderland, United Kingdom",1793,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"Hampstead, United Kingdom",1867,0.0,Male,78.0,Graphite on paper,"Stanfield, Clarkson Frederick",attributed to,http://www.tate.org.uk/art/images/work/T/T09/T09328_8.jpg,Shipping in an Estuary,http://www.tate.org.uk/art/artworks/stanfield-shipping-in-an-estuary-t09328,59.0
1930,"England, United Kingdom",1829,1860,1864,Presented by Sir Henry Grayson Bt 1930,"Firenze, Italia",1908,0.0,Male,667.0,Oil paint on canvas,"Stanhope, John Roddam Spencer",artist,http://www.tate.org.uk/art/images/work/N/N04/N04493_8.jpg,The Wine Press,http://www.tate.org.uk/art/artworks/stanhope-the-wine-press-n04493,940.0
1897,"London, United Kingdom",1855,1890,1896,Presented by Sir Henry Tate 1897,"London, United Kingdom",1926,0.0,Female,343.0,Oil paint on canvas,"Stanley, Lady Dorothy",artist,http://www.tate.org.uk/art/images/work/N/N01/N01567_8.jpg,His First Offence,http://www.tate.org.uk/art/artworks/stanley-his-first-offence-n01567,629.0
1985,"Ldz, Polska",1924,1970,1971,Presented by Professor Akumal Ramachander 1985,,2000,0.0,Male,370.0,Blind embossed print on paper,"Starczewski, Antoni",artist,,a+b/a+b,http://www.tate.org.uk/art/artworks/starczewski-abab-p11092,495.0
1996,"Norwich, United Kingdom",1794,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"London, United Kingdom",1859,0.0,Male,505.0,Watercolour and pastel on paper,"Stark, James",artist,http://www.tate.org.uk/art/images/work/T/T08/T08201_8.jpg,A Hillside Covered with Gorse-Scrub,http://www.tate.org.uk/art/artworks/stark-a-hillside-covered-with-gorse-scrub-t08201,414.0
1892,"Torquay, United Kingdom",1853,1880,1887,Presented by the Trustees of the Chantrey Bequest 1892,"British Columbia, Canada",1931,276.0,Male,781.0,Bronze,"Stark, Robert",artist,,Indian Rinoceros,http://www.tate.org.uk/art/artworks/stark-indian-rinoceros-n01760,432.0
2001,"Belfast, United Kingdom",1971,1990,1999,Purchased 2001,,0,0.0,Female,1600.0,"Photograph, colour, Chromogenic print, on paper mounted onto aluminium","Starkey, Hannah",artist,http://www.tate.org.uk/art/images/work/P/P78/P78422_8.jpg,Butterfly Catchers,http://www.tate.org.uk/art/artworks/starkey-butterfly-catchers-p78422,1220.0
2011,"Epsom, United Kingdom",1967,2000,2009,Purchased  2010,,0,0.0,Male,0.0,"Film, 35 mm, Dresden D1 projector, black and white and sound","Starling, Simon",artist,,"D1-Z1 (22,686,575:1)",http://www.tate.org.uk/art/artworks/starling-d1-z1-226865751-t13241,0.0
1998,"Leeds, United Kingdom",1968,1990,1997,Purchased 1998,,0,0.0,Female,887.0,Screenprint on paper,"Starr, Georgina",artist,,You Stole my Look,http://www.tate.org.uk/art/artworks/starr-you-stole-my-look-p78084,719.0
1983,"Kingston-Upon-Hull, United Kingdom",1857,1880,1887,Presented anonymously in memory of Sir Terence Rattigan 1983,"New York, United States",1925,0.0,Male,355.0,Oil paint on canvas,"Starr, Sydney",artist,http://www.tate.org.uk/art/images/work/T/T03/T03643_8.jpg,A Study,http://www.tate.org.uk/art/artworks/starr-a-study-t03643,455.0
1999,"Fulham, United Kingdom",1921,1950,1959,Purchased 1999,"London, United Kingdom",1976,280.0,Male,565.0,Wood,"Startup, Peter",artist,http://www.tate.org.uk/art/images/work/T/T07/T07550_8.jpg,Totemic Figure,http://www.tate.org.uk/art/artworks/startup-totemic-figure-t07550,1710.0
1997,,1961,1990,1994,Presented by Charles Booth-Clibborn in memory of Joshua Compston 1997,,0,0.0,Female,470.0,Letterpress on paper,"Staton, Sarah",artist,,[no title],http://www.tate.org.uk/art/artworks/staton-no-title-p11430,612.0
1963,"Warszawa, Polska",1894,1960,1962,Purchased 1963,"Warszawa, Polska",1988,0.0,Male,375.0,Oil paint on wood,"Stazewski, Henryk",artist,,White-Black Relief No. 6,http://www.tate.org.uk/art/artworks/stazewski-white-black-relief-no-6-t00576,378.0
1975,"Wallasey, United Kingdom",1936,1960,1967,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,,0,0.0,Male,797.0,Lithograph on paper,"Steadman, Ralph",artist,,Courtroom Scene from Alice in Wonderland,http://www.tate.org.uk/art/artworks/steadman-courtroom-scene-from-alice-in-wonderland-p06580,571.0
2008,"Cardiff, United Kingdom",1931,1970,1971,Presented by the artist 2007,,0,0.0,Male,0.0,"2 works on tracing paper, graphite and ink","Steele, Jeffrey",artist,http://www.tate.org.uk/art/images/work/T/T12/T12621_8.jpg,[no title] (Preparatory Drawing for Abakum),http://www.tate.org.uk/art/artworks/steele-no-title-preparatory-drawing-for-abakum-t12621,0.0
2005,"Birkenhead, United Kingdom",1860,1890,1894,Accepted by HM Government in lieu of inheritance tax and allocated to Tate 2005,"London, United Kingdom",1942,0.0,Male,508.0,Oil paint on canvas,"Steer, Philip Wilson",artist,http://www.tate.org.uk/art/images/work/T/T11/T11973_8.jpg,Model Seated Before a Mirror,http://www.tate.org.uk/art/artworks/steer-model-seated-before-a-mirror-t11973,918.0
1975,"New York, United States",1930,1960,1967,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,,0,0.0,Male,940.0,Screenprint on paper,"Stein, Ronald",artist,,Lessons of the Camp,http://www.tate.org.uk/art/artworks/stein-lessons-of-the-camp-p05144,622.0
1983,"Lausanne, Schweiz",1859,0,0,Transferred from the Victoria & Albert Museum 1983,"Paris, France",1923,94.0,Male,64.0,Bronze on marble base,"Steinlen, Thophile-Alexandre",artist,,A Cat,http://www.tate.org.uk/art/artworks/steinlen-a-cat-t03771,210.0
1987,"Newark, United States",1940,1980,1985,Purchased 1987,,0,0.0,Female,1137.0,Drypoint and aquatint on paper,"Steir, Pat",artist,,"The Wave - From the Sea - After Leonardo, Hokusai and Courbet",http://www.tate.org.uk/art/artworks/steir-the-wave-from-the-sea-after-leonardo-hokusai-and-courbet-p77193,895.0
1996,"Malden, United States",1936,1980,1982,Presented by Janet Wolfson de Botton 1996,,0,0.0,Male,1230.0,"Lithograph, linocut, screenprint and hand colouring on paper","Stella, Frank",artist,http://www.tate.org.uk/art/images/work/T/T07/T07153_8.jpg,Had Gadya: Back Cover,http://www.tate.org.uk/art/artworks/stella-had-gadya-back-cover-t07153,1450.0
1932,"London, United Kingdom",1828,1850,1850,Bequeathed by H.F. Stephens 1932,"London, United Kingdom",1907,0.0,Male,740.0,Oil paint on wood,"Stephens, Frederic George",artist,http://www.tate.org.uk/art/images/work/N/N04/N04635_8.jpg,Morte dArthur,http://www.tate.org.uk/art/artworks/stephens-morte-darthur-n04635,595.0
2006,"Meadowfield, United States",1934,1970,1972,Purchased with funds provided by the Knapping Fund 2006,,2000,38.0,Male,1675.0,"Oil paint, alkyd paint and enamel paint on canvas","Stephenson, Ian",artist,,Chelsea Reach,http://www.tate.org.uk/art/artworks/stephenson-chelsea-reach-t12257,3509.0
1963,"Bishop Auckland, United Kingdom",1889,1930,1937,Purchased 1963,,1965,0.0,Male,914.0,Tempera on canvas,"Stephenson, John Cecil",artist,http://www.tate.org.uk/art/images/work/T/T00/T00617_8.jpg,Painting,http://www.tate.org.uk/art/artworks/stephenson-painting-t00617,711.0
2012,Deutschland,1904,1940,1945,Purchased with funds provided by Erica Roberts 2012,"Buenos Aires, Argentina",1999,0.0,Female,157.0,"Photograph, gelatin silver print on paper","Stern, Grete",artist,,Hand in Sand,http://www.tate.org.uk/art/artworks/stern-hand-in-sand-p80047,110.0
2013,"Bucuresti, Romnia",1910,1940,1948,Presented by Clara Diament Sujo 2012,"Manhattan Island, United States",2011,0.0,Female,1155.0,Oil paint on canvas,"Sterne, Hedda",artist,,"NY, NY No. X",http://www.tate.org.uk/art/artworks/sterne-ny-ny-no-x-t13861,810.0
1945,"Liepaja, Latvija",1878,1930,1934,Presented by Marshall Field 1945,"Mount Kisco, United States",1957,0.0,Male,1022.0,Oil paint on canvas,"Sterne, Maurice",artist,,Mexican Church Interior,http://www.tate.org.uk/art/artworks/sterne-mexican-church-interior-n05609,1283.0
1997,"Dorset, United Kingdom",1817,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"London, United Kingdom",1875,0.0,Male,107.0,Graphite on paper,"Stevens, Alfred",artist,http://www.tate.org.uk/art/images/work/T/T10/T10145_8.jpg,Charity. Design for a Roundel,http://www.tate.org.uk/art/artworks/stevens-charity-design-for-a-roundel-t10145,102.0
1971,"Bradford, United Kingdom",1937,1970,1971,Presented by the Trustees of the Chantrey Bequest 1971,,1988,0.0,Male,1222.0,Acrylic paint on canvas,"Stevens, Norman",artist,http://www.tate.org.uk/art/images/work/T/T01/T01453_8.jpg,Porch,http://www.tate.org.uk/art/artworks/stevens-porch-t01453,1238.0
1915,"Chester, United Kingdom",1881,1910,1915,Presented by W.J. Barwick 1915,"London, United Kingdom",1937,267.0,Male,368.0,Bronze,"Stevenson, James",artist,http://www.tate.org.uk/art/images/work/N/N03/N03032_8.jpg,Imperator,http://www.tate.org.uk/art/artworks/stevenson-imperator-n03032,368.0
1926,"Edinburgh, United Kingdom",1847,0,0,Presented anonymously 1926,"Chiswick, United Kingdom",1900,0.0,Male,464.0,Oil paint on canvas,"Stevenson, Robert Alan Mowbray",artist,http://www.tate.org.uk/art/images/work/N/N04/N04204_8.jpg,Houses in Snow,http://www.tate.org.uk/art/artworks/stevenson-houses-in-snow-n04204,610.0
2012,"Worcester, United Kingdom",1949,1970,1978,Purchased 2012,,0,0.0,Male,1865.0,Silkscreen and acrylic paint on 2 canvases,"Stezaker, John",artist,http://www.tate.org.uk/art/images/work/T/T13/T13593_8.jpg,Untitled,http://www.tate.org.uk/art/artworks/stezaker-untitled-t13593,1220.0
1971,"Grandin, United States",1904,1950,1953,Purchased 1971,"Baltimore, United States",1980,0.0,Male,1740.0,Oil paint on canvas,"Still, Clyfford",artist,http://www.tate.org.uk/art/images/work/T/T01/T01498_8.jpg,1953,http://www.tate.org.uk/art/artworks/still-1953-t01498,2359.0
2001,"London, United Kingdom",1902,1960,1965,Bequeathed by David Sylvester in honour of Sir Nicholas Serota 2001,,1972,19.0,Male,509.0,Oil paint on canvas,"Stokes, Adrian",artist,http://www.tate.org.uk/art/images/work/T/T07/T07807_8.jpg,Still Life,http://www.tate.org.uk/art/artworks/stokes-still-life-t07807,407.0
1977,"Graz, sterreich",1855,1900,1901,Presented by the Trustees of the Chantrey Bequest 1977,"London, United Kingdom",1927,0.0,Female,340.0,Tempera on wood,"Stokes, Marianne",artist,http://www.tate.org.uk/art/images/work/T/T02/T02108_8.jpg,Candlemas Day,http://www.tate.org.uk/art/artworks/stokes-candlemas-day-t02108,416.0
1882,"London, United Kingdom",1840,1880,1882,Presented by the Trustees of the Chantrey Bequest 1882,"London, United Kingdom",1921,0.0,Male,705.0,Oil paint on canvas,"Stone, Marcus",artist,http://www.tate.org.uk/art/images/work/N/N01/N01583_8.jpg,Il y en a toujours un autre,http://www.tate.org.uk/art/artworks/stone-il-y-en-a-toujours-un-autre-n01583,1537.0
1925,"London, United Kingdom",1834,1850,1859,Presented in memory of Lord Leverhulme by his executors through the Art Fund 1925,,1919,0.0,Male,184.0,Watercolour on paper,"Storey, George Adolphus",artist,http://www.tate.org.uk/art/images/work/N/N04/N04109_8.jpg,Sketch for The Brides Burial,http://www.tate.org.uk/art/artworks/storey-sketch-for-the-brides-burial-n04109,222.0
1997,"London, United Kingdom",1755,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"London, United Kingdom",1834,0.0,Male,61.0,Engraving and etching on paper,"Stothard, Thomas",manner of,http://www.tate.org.uk/art/images/work/T/T11/T11728_8.jpg,Sancho Panza Persuading the Don to Marry,http://www.tate.org.uk/art/artworks/stothard-sancho-panza-persuading-the-don-to-marry-t11728,78.0
1939,"Oldham, United Kingdom",1857,1880,1880,Presented by R. Temperley through the Art Fund 1939,,1900,0.0,Male,578.0,Oil paint on canvas,"Stott of Oldham, William",artist,http://www.tate.org.uk/art/images/work/N/N05/N05031_8.jpg,Girl in a Meadow,http://www.tate.org.uk/art/artworks/stott-of-oldham-girl-in-a-meadow-n05031,718.0
1922,Rochdale,1859,1890,1893,Presented by the Trustees of the Chantrey Bequest 1922,"England, United Kingdom",1918,0.0,Male,876.0,Oil paint on canvas,"Stott, Edward",artist,http://www.tate.org.uk/art/images/work/N/N03/N03670_8.jpg,Changing Pastures,http://www.tate.org.uk/art/artworks/stott-changing-pastures-n03670,705.0
1941,"London, United Kingdom",1886,1930,1939,"Presented by Mrs R.M. Bateman, the artist's mother-in-law 1941","Buckinghamshire, United Kingdom",1952,0.0,Male,533.0,Graphite on paper,"Strang, Ian",artist,http://www.tate.org.uk/art/images/work/N/N05/N05286_8.jpg,Craig-y-Bere,http://www.tate.org.uk/art/artworks/strang-craig-y-bere-n05286,378.0
1999,"Dunbarton, United Kingdom",1859,1890,1899,Presented by the Friends of the Tate Gallery 1999,"Bournemouth, United Kingdom",1921,24.0,Male,1372.0,Oil paint on canvas,"Strang, William",artist,http://www.tate.org.uk/art/images/work/T/T07/T07518_8.jpg,The Temptation,http://www.tate.org.uk/art/artworks/strang-the-temptation-t07518,1220.0
1988,,1786,1840,1845,Presented by William Drummond 1988,,1852,0.0,Male,175.0,Graphite and watercolour on paper,"Streatfeild, Robert",artist,http://www.tate.org.uk/art/images/work/T/T05/T05469_8.jpg,A Man Gazing over a Wide View of Laurensburg,http://www.tate.org.uk/art/artworks/streatfeild-a-man-gazing-over-a-wide-view-of-laurensburg-t05469,127.0
1916,"Cheshire, United Kingdom",1754,1770,1776,Purchased 1916,"London, United Kingdom",1808,0.0,Male,683.0,Oil paint on canvas,"Stringer, Daniel",artist,http://www.tate.org.uk/art/images/work/N/N03/N03137_8.jpg,Portrait of the Artist,http://www.tate.org.uk/art/artworks/stringer-portrait-of-the-artist-n03137,845.0
1962,"Ealing, United Kingdom",1921,1960,1960,Presented by E.J. Power through the Friends of the Tate Gallery 1962,"Princeton, United States",2012,19.0,Male,1340.0,Polyvinyl acetate paint on wood and hardboard,"Stroud, Peter",artist,http://www.tate.org.uk/art/images/work/T/T00/T00508_8.jpg,Six Thin Reds,http://www.tate.org.uk/art/artworks/stroud-six-thin-reds-t00508,2134.0
1885,"Clapham, United Kingdom",1849,1880,1885,Presented by the Trustees of the Chantrey Bequest 1885,,1935,0.0,Male,425.0,Oil paint on canvas,"Strudwick, John Melhuish",artist,http://www.tate.org.uk/art/images/work/N/N01/N01625_8.jpg,A Golden Thread,http://www.tate.org.uk/art/artworks/strudwick-a-golden-thread-n01625,724.0
1939,"Gostynin, Polska",1894,1930,1937,Purchased 1939,"Roma, Italia",1966,0.0,Male,690.0,Oil paint on canvas,"Strunke, Niklavs",artist,,The Town of Kraslava,http://www.tate.org.uk/art/artworks/strunke-the-town-of-kraslava-n05033,543.0
1998,"Geldern, Deutschland",1954,1990,1997,Purchased 1998,,0,0.0,Male,1825.0,"Photograph, colour, Chromogenic print, on paper","Struth, Thomas",artist,http://www.tate.org.uk/art/images/work/P/P78/P78230_8.jpg,"Boats at Wushan, Yangtse River",http://www.tate.org.uk/art/artworks/struth-boats-at-wushan-yangtse-river-p78230,1425.0
1997,"Chelmsford, United Kingdom",1819,1830,1839,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"Roma, Italia",1888,0.0,Male,130.0,Oil paint on paper,"Strutt, Arthur John",attributed to,http://www.tate.org.uk/art/images/work/T/T10/T10965_8.jpg,An Italian Cart,http://www.tate.org.uk/art/artworks/strutt-an-italian-cart-t10965,233.0
1945,"North Kingstown, United States",1755,1780,1782,Bequeathed by the Hon. Clare Stuart Wortley 1945,"Boston, United States",1828,0.0,Male,635.0,Oil paint on canvas,"Stuart, Gilbert",artist,http://www.tate.org.uk/art/images/work/N/N05/N05612_8.jpg,Portrait of a Man (Self-portrait?),http://www.tate.org.uk/art/artworks/stuart-portrait-of-a-man-self-portrait-n05612,754.0
2001,,1921,1940,1949,Purchased 2001,,1983,0.0,Male,552.0,"Ink, gouache and crayon on paper","Stubbing, N.H.",artist,,Untitled,http://www.tate.org.uk/art/artworks/stubbing-untitled-t07745,355.0
2002,"Liverpool, United Kingdom",1724,0,0,Presented by Professor Luke Herrmann (from the Bruce Ingram Collection) through the Art Fund 2002,"London, United Kingdom",1806,0.0,Male,209.0,"Ink, watercolour, graphite and chalk on paper","Stubbs, George",attributed to,http://www.tate.org.uk/art/images/work/T/T07/T07878_8.jpg,Study of an Eagle,http://www.tate.org.uk/art/artworks/stubbs-study-of-an-eagle-t07878,303.0
