attributes_bats,attributes_height,attributes_throws,attributes_weight,batting,birth_city,birth_country,birth_day,birth_month,birth_state,birth_year,fielding,name,pitching,salaries
B,74,R,185,"[{'runs': 44, 'hits': 88, 'at bats': 274, 'year': 1987}, {'runs': 79, 'hits': 148, 'at bats': 576, 'year': 1988}, {'runs': 71, 'hits': 124, 'at bats': 533, 'year': 1989}, {'runs': 15, 'hits': 27, 'at bats': 154, 'year': 1990}, {'runs': 26, 'hits': 31, 'at bats': 142, 'year': 1991}, {'runs': 14, 'hits': 14, 'at bats': 76, 'year': 1992}, {'runs': 5, 'hits': 1, 'at bats': 19, 'year': 1993}, {'runs': 5, 'hits': 13, 'at bats': 41, 'year': 1994}]",Tele,Honduras,22,10,,1964,"[{'assists': 10, 'year': 1987, 'errors': 6, 'putouts': 284}, {'assists': 21, 'year': 1988, 'errors': 6, 'putouts': 718}, {'assists': 31, 'year': 1989, 'errors': 2, 'putouts': 819}, {'assists': 8, 'year': 1990, 'errors': 2, 'putouts': 201}, {'assists': 8, 'year': 1991, 'errors': 0, 'putouts': 193}, {'assists': 0, 'year': 1992, 'errors': 4, 'putouts': 106}, {'assists': 0, 'year': 1993, 'errors': 4, 'putouts': 31}, {'assists': 0, 'year': 1994, 'errors': 0, 'putouts': 38}]",Gerald Anthony Young,[],"[{'salary': 1647500, 'year': 1987}]"
R,73,R,235,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2008}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2009}]",San Pedro de Macoris,D.R.,21,3,San Pedro de Macoris,1984,"[{'assists': 3, 'year': 2008, 'errors': 0, 'putouts': 4}, {'assists': 1, 'year': 2009, 'errors': 0, 'putouts': 0}]",Warner Antonio Madrigal,"[{'wins': 0, 'hits': 36, 'losses': 2, 'games': 31, 'year': 2008}, {'wins': 0, 'hits': 18, 'losses': 0, 'games': 13, 'year': 2009}]","[{'salary': 809460, 'year': 2009}]"
R,76,R,225,"[{'runs': 14, 'hits': 45, 'at bats': 179, 'year': 1992}, {'runs': 6, 'hits': 19, 'at bats': 94, 'year': 1993}]",Brunswick,USA,15,8,ME,1966,"[{'assists': 25, 'year': 1992, 'errors': 3, 'putouts': 329}, {'assists': 21, 'year': 1993, 'errors': 5, 'putouts': 138}]",Daniel Gene Walters,[],"[{'salary': 132500, 'year': 1993}]"
R,68,R,175,"[{'runs': 1, 'hits': 6, 'at bats': 24, 'year': 1958}, {'runs': 3, 'hits': 9, 'at bats': 59, 'year': 1959}, {'runs': 1, 'hits': 3, 'at bats': 12, 'year': 1960}, {'runs': 20, 'hits': 57, 'at bats': 225, 'year': 1962}, {'runs': 0, 'hits': 0, 'at bats': 3, 'year': 1963}]",Springfield,USA,25,2,IL,1934,"[{'assists': 13, 'year': 1958, 'errors': 0, 'putouts': 18}, {'assists': 52, 'year': 1959, 'errors': 2, 'putouts': 32}, {'assists': 6, 'year': 1960, 'errors': 1, 'putouts': 5}, {'assists': 117, 'year': 1962, 'errors': 5, 'putouts': 53}]",John Edward Schaive,[],[]
,0,,0,"[{'runs': 1, 'hits': 0, 'at bats': 4, 'year': 1872}]",Cleveland,USA,22,8,OH,1852,"[{'assists': 0, 'year': 1872, 'errors': 3, 'putouts': 2}]",Martin Mullen,[],[]
R,66,R,150,"[{'runs': 0, 'hits': 1, 'at bats': 8, 'year': 1915}]",Pittsburgh,USA,21,4,PA,1890,"[{'assists': 1, 'year': 1915, 'errors': 3, 'putouts': 3}]",Walter Joseph Reinecker,[],[]
L,72,R,188,"[{'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1945}]",Fremont,USA,10,11,OH,1920,[],Russell Eldon Kerns,[],[]
L,72,L,200,"[{'runs': 2, 'hits': 7, 'at bats': 32, 'year': 1987}, {'runs': 1, 'hits': 2, 'at bats': 11, 'year': 1988}, {'runs': 8, 'hits': 16, 'at bats': 68, 'year': 1989}, {'runs': 19, 'hits': 40, 'at bats': 141, 'year': 1990}, {'runs': 18, 'hits': 35, 'at bats': 139, 'year': 1991}, {'runs': 10, 'hits': 24, 'at bats': 84, 'year': 1992}, {'runs': 36, 'hits': 86, 'at bats': 287, 'year': 1993}, {'runs': 9, 'hits': 19, 'at bats': 71, 'year': 1994}, {'runs': 8, 'hits': 18, 'at bats': 84, 'year': 1995}, {'runs': 8, 'hits': 16, 'at bats': 90, 'year': 1996}]",Los Angeles,USA,13,10,CA,1964,"[{'assists': 0, 'year': 1987, 'errors': 0, 'putouts': 24}, {'assists': 0, 'year': 1988, 'errors': 0, 'putouts': 0}, {'assists': 2, 'year': 1989, 'errors': 0, 'putouts': 52}, {'assists': 2, 'year': 1990, 'errors': 0, 'putouts': 77}, {'assists': 4, 'year': 1991, 'errors': 0, 'putouts': 74}, {'assists': 0, 'year': 1992, 'errors': 0, 'putouts': 66}, {'assists': 13, 'year': 1993, 'errors': 2, 'putouts': 310}, {'assists': 0, 'year': 1994, 'errors': 0, 'putouts': 28}, {'assists': 1, 'year': 1995, 'errors': 0, 'putouts': 48}, {'assists': 1, 'year': 1996, 'errors': 0, 'putouts': 40}]",Christopher Karlton Gwynn,[],"[{'salary': 2280000, 'year': 1989}]"
L,74,L,185,"[{'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1989}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1990}]",Olympia,USA,10,9,WA,1964,"[{'assists': 0, 'year': 1989, 'errors': 0, 'putouts': 0}, {'assists': 4, 'year': 1990, 'errors': 1, 'putouts': 2}]",Joseph Wayne Kraemer,"[{'wins': 0, 'hits': 7, 'losses': 1, 'games': 1, 'year': 1989}, {'wins': 0, 'hits': 31, 'losses': 0, 'games': 18, 'year': 1990}]","[{'salary': 100000, 'year': 1990}]"
R,72,R,170,"[{'runs': 2, 'hits': 6, 'at bats': 74, 'year': 1969}, {'runs': 2, 'hits': 4, 'at bats': 59, 'year': 1970}, {'runs': 2, 'hits': 5, 'at bats': 68, 'year': 1971}, {'runs': 2, 'hits': 5, 'at bats': 48, 'year': 1972}, {'runs': 2, 'hits': 7, 'at bats': 30, 'year': 1973}, {'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1974}, {'runs': 0, 'hits': 0, 'at bats': 5, 'year': 1975}]",Phoenix,USA,6,10,AZ,1946,"[{'assists': 41, 'year': 1969, 'errors': 0, 'putouts': 13}, {'assists': 17, 'year': 1970, 'errors': 1, 'putouts': 15}, {'assists': 22, 'year': 1971, 'errors': 0, 'putouts': 10}, {'assists': 27, 'year': 1972, 'errors': 0, 'putouts': 15}, {'assists': 7, 'year': 1973, 'errors': 0, 'putouts': 9}, {'assists': 1, 'year': 1974, 'errors': 0, 'putouts': 0}, {'assists': 4, 'year': 1975, 'errors': 0, 'putouts': 0}]",Gary Edward Gentry,"[{'wins': 13, 'hits': 192, 'losses': 12, 'games': 35, 'year': 1969}, {'wins': 9, 'hits': 155, 'losses': 9, 'games': 32, 'year': 1970}, {'wins': 12, 'hits': 167, 'losses': 11, 'games': 32, 'year': 1971}, {'wins': 7, 'hits': 153, 'losses': 10, 'games': 32, 'year': 1972}, {'wins': 4, 'hits': 74, 'losses': 6, 'games': 16, 'year': 1973}, {'wins': 0, 'hits': 4, 'losses': 0, 'games': 3, 'year': 1974}, {'wins': 1, 'hits': 25, 'losses': 1, 'games': 7, 'year': 1975}]",[]
R,76,R,195,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1999}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2000}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2001}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2002}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2003}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2004}]",New Westminster,CAN,26,9,BC,1977,"[{'assists': 1, 'year': 1999, 'errors': 0, 'putouts': 0}, {'assists': 0, 'year': 2000, 'errors': 0, 'putouts': 0}, {'assists': 7, 'year': 2001, 'errors': 1, 'putouts': 5}, {'assists': 2, 'year': 2002, 'errors': 1, 'putouts': 3}, {'assists': 0, 'year': 2003, 'errors': 0, 'putouts': 0}, {'assists': 0, 'year': 2004, 'errors': 0, 'putouts': 0}]",Aaron Kenneth Myette,"[{'wins': 0, 'hits': 17, 'losses': 2, 'games': 4, 'year': 1999}, {'wins': 0, 'hits': 0, 'losses': 0, 'games': 2, 'year': 2000}, {'wins': 4, 'hits': 94, 'losses': 5, 'games': 19, 'year': 2001}, {'wins': 2, 'hits': 64, 'losses': 5, 'games': 15, 'year': 2002}, {'wins': 0, 'hits': 7, 'losses': 0, 'games': 2, 'year': 2003}, {'wins': 0, 'hits': 3, 'losses': 0, 'games': 5, 'year': 2004}]","[{'salary': 507500, 'year': 2000}]"
R,75,R,220,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1992}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1993}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1994}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1995}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1996}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1997}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1998}]",Houston,USA,4,10,TX,1967,"[{'assists': 3, 'year': 1992, 'errors': 1, 'putouts': 6}, {'assists': 27, 'year': 1993, 'errors': 3, 'putouts': 10}, {'assists': 8, 'year': 1994, 'errors': 0, 'putouts': 2}, {'assists': 32, 'year': 1995, 'errors': 1, 'putouts': 20}, {'assists': 14, 'year': 1996, 'errors': 2, 'putouts': 9}, {'assists': 4, 'year': 1997, 'errors': 1, 'putouts': 3}, {'assists': 2, 'year': 1998, 'errors': 0, 'putouts': 0}]",Roger Allen Pavlik,"[{'wins': 4, 'hits': 66, 'losses': 4, 'games': 13, 'year': 1992}, {'wins': 12, 'hits': 151, 'losses': 6, 'games': 26, 'year': 1993}, {'wins': 2, 'hits': 61, 'losses': 5, 'games': 11, 'year': 1994}, {'wins': 10, 'hits': 174, 'losses': 10, 'games': 31, 'year': 1995}, {'wins': 15, 'hits': 216, 'losses': 8, 'games': 34, 'year': 1996}, {'wins': 3, 'hits': 59, 'losses': 5, 'games': 11, 'year': 1997}, {'wins': 1, 'hits': 16, 'losses': 1, 'games': 5, 'year': 1998}]","[{'salary': 6322500, 'year': 1993}]"
L,69,R,175,"[{'runs': 43, 'hits': 86, 'at bats': 413, 'year': 1970}, {'runs': 34, 'hits': 79, 'at bats': 342, 'year': 1971}, {'runs': 33, 'hits': 110, 'at bats': 442, 'year': 1972}, {'runs': 45, 'hits': 101, 'at bats': 370, 'year': 1973}, {'runs': 47, 'hits': 133, 'at bats': 511, 'year': 1974}, {'runs': 50, 'hits': 97, 'at bats': 325, 'year': 1975}, {'runs': 51, 'hits': 108, 'at bats': 432, 'year': 1976}, {'runs': 54, 'hits': 109, 'at bats': 455, 'year': 1977}]",Glasgow,USA,17,1,KY,1944,"[{'assists': 228, 'year': 1970, 'errors': 11, 'putouts': 251}, {'assists': 264, 'year': 1971, 'errors': 17, 'putouts': 241}, {'assists': 288, 'year': 1972, 'errors': 10, 'putouts': 265}, {'assists': 296, 'year': 1973, 'errors': 14, 'putouts': 231}, {'assists': 405, 'year': 1974, 'errors': 12, 'putouts': 311}, {'assists': 220, 'year': 1975, 'errors': 12, 'putouts': 155}, {'assists': 311, 'year': 1976, 'errors': 12, 'putouts': 209}, {'assists': 412, 'year': 1977, 'errors': 14, 'putouts': 230}]",Robert Dennis Doyle,[],[]
R,79,R,235,"[{'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1922}, {'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1923}, {'runs': 0, 'hits': 0, 'at bats': 8, 'year': 1924}]",Yoakum,USA,5,8,TX,1899,"[{'assists': 2, 'year': 1922, 'errors': 0, 'putouts': 0}, {'assists': 3, 'year': 1923, 'errors': 1, 'putouts': 0}, {'assists': 3, 'year': 1924, 'errors': 0, 'putouts': 0}]",Walter Howard McGrew,"[{'wins': 0, 'hits': 4, 'losses': 0, 'games': 1, 'year': 1922}, {'wins': 0, 'hits': 11, 'losses': 0, 'games': 3, 'year': 1923}, {'wins': 0, 'hits': 25, 'losses': 1, 'games': 6, 'year': 1924}]",[]
R,75,R,195,"[{'runs': 2, 'hits': 3, 'at bats': 12, 'year': 1934}, {'runs': 3, 'hits': 10, 'at bats': 33, 'year': 1936}]",Pauls Valley,USA,3,11,OK,1908,"[{'assists': 1, 'year': 1934, 'errors': 0, 'putouts': 1}, {'assists': 15, 'year': 1936, 'errors': 1, 'putouts': 3}]",Clarence Lemuel Phillips,"[{'wins': 2, 'hits': 31, 'losses': 0, 'games': 7, 'year': 1934}, {'wins': 2, 'hits': 124, 'losses': 4, 'games': 22, 'year': 1936}]",[]
R,72,R,175,"[{'runs': 5, 'hits': 13, 'at bats': 70, 'year': 1939}, {'runs': 59, 'hits': 147, 'at bats': 524, 'year': 1940}, {'runs': 46, 'hits': 125, 'at bats': 463, 'year': 1941}, {'runs': 34, 'hits': 89, 'at bats': 388, 'year': 1942}, {'runs': 40, 'hits': 120, 'at bats': 414, 'year': 1943}, {'runs': 42, 'hits': 93, 'at bats': 405, 'year': 1944}, {'runs': 67, 'hits': 134, 'at bats': 478, 'year': 1945}, {'runs': 60, 'hits': 128, 'at bats': 495, 'year': 1946}, {'runs': 102, 'hits': 183, 'at bats': 616, 'year': 1947}, {'runs': 68, 'hits': 120, 'at bats': 449, 'year': 1948}, {'runs': 29, 'hits': 59, 'at bats': 261, 'year': 1949}, {'runs': 1, 'hits': 3, 'at bats': 19, 'year': 1950}]",Hoopeston,USA,20,2,IL,1920,"[{'assists': 52, 'year': 1939, 'errors': 8, 'putouts': 17}, {'assists': 402, 'year': 1940, 'errors': 43, 'putouts': 288}, {'assists': 353, 'year': 1941, 'errors': 36, 'putouts': 293}, {'assists': 316, 'year': 1942, 'errors': 27, 'putouts': 233}, {'assists': 345, 'year': 1943, 'errors': 33, 'putouts': 213}, {'assists': 351, 'year': 1944, 'errors': 36, 'putouts': 206}, {'assists': 366, 'year': 1945, 'errors': 41, 'putouts': 248}, {'assists': 387, 'year': 1946, 'errors': 24, 'putouts': 319}, {'assists': 330, 'year': 1947, 'errors': 31, 'putouts': 193}, {'assists': 256, 'year': 1948, 'errors': 21, 'putouts': 119}, {'assists': 157, 'year': 1949, 'errors': 16, 'putouts': 104}, {'assists': 8, 'year': 1950, 'errors': 3, 'putouts': 10}]",Frank William Gustine,[],[]
R,70,R,194,"[{'runs': 14, 'hits': 33, 'at bats': 199, 'year': 1883}, {'runs': 24, 'hits': 46, 'at bats': 203, 'year': 1884}, {'runs': 23, 'hits': 51, 'at bats': 229, 'year': 1885}, {'runs': 14, 'hits': 25, 'at bats': 118, 'year': 1886}, {'runs': 10, 'hits': 5, 'at bats': 41, 'year': 1887}, {'runs': 2, 'hits': 5, 'at bats': 18, 'year': 1888}]",Philadelphia,USA,31,10,PA,1862,"[{'assists': 63, 'year': 1883, 'errors': 26, 'putouts': 33}, {'assists': 78, 'year': 1884, 'errors': 22, 'putouts': 28}, {'assists': 81, 'year': 1885, 'errors': 14, 'putouts': 28}, {'assists': 55, 'year': 1886, 'errors': 5, 'putouts': 22}, {'assists': 25, 'year': 1887, 'errors': 1, 'putouts': 5}, {'assists': 8, 'year': 1888, 'errors': 2, 'putouts': 1}]",James Harding Henderson,"[{'wins': 10, 'hits': 409, 'losses': 33, 'games': 46, 'year': 1883}, {'wins': 27, 'hits': 382, 'losses': 23, 'games': 52, 'year': 1884}, {'wins': 25, 'hits': 539, 'losses': 35, 'games': 61, 'year': 1885}, {'wins': 13, 'hits': 300, 'losses': 19, 'games': 33, 'year': 1886}, {'wins': 5, 'hits': 127, 'losses': 8, 'games': 13, 'year': 1887}, {'wins': 1, 'hits': 43, 'losses': 3, 'games': 5, 'year': 1888}]",[]
R,67,R,155,"[{'runs': 15, 'hits': 18, 'at bats': 120, 'year': 1888}, {'runs': 61, 'hits': 80, 'at bats': 376, 'year': 1889}, {'runs': 72, 'hits': 107, 'at bats': 386, 'year': 1890}]",Reading,USA,17,6,PA,1863,"[{'assists': 117, 'year': 1888, 'errors': 21, 'putouts': 40}, {'assists': 454, 'year': 1889, 'errors': 114, 'putouts': 229}, {'assists': 406, 'year': 1890, 'errors': 64, 'putouts': 180}]",Philip H. Tomney,[],[]
R,75,R,195,"[{'runs': 5, 'hits': 12, 'at bats': 74, 'year': 1989}]",Bristol,USA,9,2,PA,1964,"[{'assists': 33, 'year': 1989, 'errors': 5, 'putouts': 23}]",Edward Morris Whited,[],"[{'salary': 68000, 'year': 1989}]"
R,70,R,150,"[{'runs': 1, 'hits': 1, 'at bats': 5, 'year': 1963}, {'runs': 3, 'hits': 0, 'at bats': 15, 'year': 1964}, {'runs': 58, 'hits': 128, 'at bats': 512, 'year': 1965}, {'runs': 67, 'hits': 155, 'at bats': 561, 'year': 1966}, {'runs': 40, 'hits': 90, 'at bats': 381, 'year': 1967}, {'runs': 78, 'hits': 150, 'at bats': 583, 'year': 1968}, {'runs': 75, 'hits': 143, 'at bats': 557, 'year': 1969}, {'runs': 73, 'hits': 162, 'at bats': 552, 'year': 1970}, {'runs': 57, 'hits': 124, 'at bats': 499, 'year': 1971}, {'runs': 96, 'hits': 155, 'at bats': 533, 'year': 1972}, {'runs': 80, 'hits': 158, 'at bats': 522, 'year': 1973}, {'runs': 75, 'hits': 159, 'at bats': 542, 'year': 1974}, {'runs': 85, 'hits': 182, 'at bats': 574, 'year': 1975}, {'runs': 64, 'hits': 156, 'at bats': 521, 'year': 1976}, {'runs': 33, 'hits': 54, 'at bats': 226, 'year': 1977}, {'runs': 27, 'hits': 50, 'at bats': 201, 'year': 1978}, {'runs': 12, 'hits': 21, 'at bats': 85, 'year': 1979}, {'runs': 12, 'hits': 25, 'at bats': 95, 'year': 1980}]",Matanzas,Cuba,7,10,Matanzas,1943,"[{'assists': 0, 'year': 1963, 'errors': 0, 'putouts': 0}, {'assists': 3, 'year': 1964, 'errors': 2, 'putouts': 15}, {'assists': 24, 'year': 1965, 'errors': 22, 'putouts': 571}, {'assists': 20, 'year': 1966, 'errors': 6, 'putouts': 700}, {'assists': 20, 'year': 1967, 'errors': 6, 'putouts': 391}, {'assists': 22, 'year': 1968, 'errors': 20, 'putouts': 734}, {'assists': 22, 'year': 1969, 'errors': 12, 'putouts': 664}, {'assists': 12, 'year': 1970, 'errors': 18, 'putouts': 554}, {'assists': 30, 'year': 1971, 'errors': 18, 'putouts': 629}, {'assists': 21, 'year': 1972, 'errors': 15, 'putouts': 446}, {'assists': 26, 'year': 1973, 'errors': 10, 'putouts': 467}, {'assists': 30, 'year': 1974, 'errors': 20, 'putouts': 528}, {'assists': 28, 'year': 1975, 'errors': 16, 'putouts': 617}, {'assists': 20, 'year': 1976, 'errors': 10, 'putouts': 490}, {'assists': 2, 'year': 1977, 'errors': 3, 'putouts': 170}, {'assists': 17, 'year': 1978, 'errors': 6, 'putouts': 370}, {'assists': 0, 'year': 1979, 'errors': 0, 'putouts': 80}, {'assists': 6, 'year': 1980, 'errors': 2, 'putouts': 103}]",Jose Rosario Domec Cardenal,[],[]
R,77,R,210,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1946}]",Killeen,USA,19,5,TX,1921,"[{'assists': 0, 'year': 1946, 'errors': 1, 'putouts': 0}]",John Bruton Carden,"[{'wins': 0, 'hits': 4, 'losses': 0, 'games': 1, 'year': 1946}]",[]
R,76,R,210,"[{'runs': 1, 'hits': 3, 'at bats': 7, 'year': 2000}]",Fontana,USA,23,2,CA,1969,"[{'assists': 2, 'year': 2000, 'errors': 0, 'putouts': 7}]",Franklin Scott Charles,[],[]
,0,,0,"[{'runs': 0, 'hits': 0, 'at bats': 2, 'year': 1901}]",,,0,0,,0,"[{'assists': 0, 'year': 1901, 'errors': 0, 'putouts': 0}]", Harrison,[],[]
R,72,R,220,"[{'runs': 3, 'hits': 9, 'at bats': 45, 'year': 1914}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1915}]",Donelson,USA,17,12,TN,1889,"[{'assists': 51, 'year': 1914, 'errors': 1, 'putouts': 12}, {'assists': 2, 'year': 1915, 'errors': 0, 'putouts': 0}]",Ben Franklin Harris,"[{'wins': 7, 'hits': 179, 'losses': 7, 'games': 31, 'year': 1914}, {'wins': 0, 'hits': 1, 'losses': 0, 'games': 1, 'year': 1915}]",[]
L,69,R,160,"[{'runs': 29, 'hits': 36, 'at bats': 138, 'year': 1887}, {'runs': 23, 'hits': 43, 'at bats': 169, 'year': 1888}, {'runs': 10, 'hits': 14, 'at bats': 80, 'year': 1891}]",Williamstown,USA,19,7,MA,1861,"[{'assists': 8, 'year': 1887, 'errors': 6, 'putouts': 35}, {'assists': 8, 'year': 1888, 'errors': 4, 'putouts': 46}, {'assists': 35, 'year': 1891, 'errors': 6, 'putouts': 22}]",Robert Henry Pettit,"[{'wins': 0, 'hits': 3, 'losses': 0, 'games': 1, 'year': 1887}]",[]
R,68,R,170,"[{'runs': 1, 'hits': 6, 'at bats': 31, 'year': 1912}]",Weymouth,USA,3,1,MA,1891,"[{'assists': 28, 'year': 1912, 'errors': 8, 'putouts': 14}]",John Leo Dowd,[],[]
R,71,R,165,"[{'runs': 6, 'hits': 9, 'at bats': 37, 'year': 1940}]",Los Angeles,USA,13,12,CA,1913,"[{'assists': 27, 'year': 1940, 'errors': 2, 'putouts': 10}]",Frank Joseph Metha,[],[]
L,73,L,160,"[{'runs': 1, 'hits': 1, 'at bats': 5, 'year': 1943}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1944}]",Shelby,USA,16,9,NC,1926,"[{'assists': 4, 'year': 1943, 'errors': 0, 'putouts': 0}, {'assists': 0, 'year': 1944, 'errors': 0, 'putouts': 1}]",Roger Hornsby McKee,"[{'wins': 1, 'hits': 12, 'losses': 0, 'games': 4, 'year': 1943}, {'wins': 0, 'hits': 2, 'losses': 0, 'games': 1, 'year': 1944}]",[]
R,73,R,180,"[{'runs': 1, 'hits': 2, 'at bats': 13, 'year': 1915}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1916}, {'runs': 1, 'hits': 2, 'at bats': 12, 'year': 1918}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1919}, {'runs': 0, 'hits': 2, 'at bats': 11, 'year': 1922}, {'runs': 0, 'hits': 3, 'at bats': 17, 'year': 1926}, {'runs': 10, 'hits': 22, 'at bats': 104, 'year': 1927}, {'runs': 5, 'hits': 20, 'at bats': 86, 'year': 1928}, {'runs': 1, 'hits': 1, 'at bats': 31, 'year': 1929}, {'runs': 0, 'hits': 1, 'at bats': 3, 'year': 1930}]",Royalton,USA,1,10,MN,1895,"[{'assists': 14, 'year': 1915, 'errors': 0, 'putouts': 3}, {'assists': 0, 'year': 1916, 'errors': 0, 'putouts': 0}, {'assists': 13, 'year': 1918, 'errors': 0, 'putouts': 1}, {'assists': 2, 'year': 1919, 'errors': 0, 'putouts': 0}, {'assists': 11, 'year': 1922, 'errors': 0, 'putouts': 1}, {'assists': 16, 'year': 1926, 'errors': 0, 'putouts': 2}, {'assists': 64, 'year': 1927, 'errors': 4, 'putouts': 11}, {'assists': 44, 'year': 1928, 'errors': 5, 'putouts': 7}, {'assists': 22, 'year': 1929, 'errors': 3, 'putouts': 3}, {'assists': 2, 'year': 1930, 'errors': 0, 'putouts': 1}]",Carmen Proctor Hill,"[{'wins': 2, 'hits': 42, 'losses': 1, 'games': 8, 'year': 1915}, {'wins': 0, 'hits': 11, 'losses': 0, 'games': 2, 'year': 1916}, {'wins': 2, 'hits': 24, 'losses': 3, 'games': 6, 'year': 1918}, {'wins': 0, 'hits': 12, 'losses': 0, 'games': 4, 'year': 1919}, {'wins': 2, 'hits': 33, 'losses': 1, 'games': 8, 'year': 1922}, {'wins': 3, 'hits': 42, 'losses': 3, 'games': 6, 'year': 1926}, {'wins': 22, 'hits': 260, 'losses': 11, 'games': 43, 'year': 1927}, {'wins': 16, 'hits': 229, 'losses': 10, 'games': 36, 'year': 1928}, {'wins': 2, 'hits': 104, 'losses': 3, 'games': 30, 'year': 1929}, {'wins': 0, 'hits': 12, 'losses': 1, 'games': 4, 'year': 1930}]",[]
R,69,R,172,"[{'runs': 5, 'hits': 4, 'at bats': 19, 'year': 1871}, {'runs': 8, 'hits': 16, 'at bats': 57, 'year': 1872}, {'runs': 0, 'hits': 1, 'at bats': 4, 'year': 1873}, {'runs': 6, 'hits': 13, 'at bats': 77, 'year': 1874}, {'runs': 7, 'hits': 13, 'at bats': 76, 'year': 1875}, {'runs': 18, 'hits': 46, 'at bats': 225, 'year': 1876}, {'runs': 23, 'hits': 37, 'at bats': 212, 'year': 1878}]",Newark,USA,2,11,NJ,1847,"[{'assists': 13, 'year': 1871, 'errors': 7, 'putouts': 13}, {'assists': 35, 'year': 1872, 'errors': 13, 'putouts': 35}, {'assists': 4, 'year': 1873, 'errors': 2, 'putouts': 1}, {'assists': 56, 'year': 1874, 'errors': 25, 'putouts': 33}, {'assists': 45, 'year': 1875, 'errors': 21, 'putouts': 56}, {'assists': 158, 'year': 1876, 'errors': 54, 'putouts': 169}, {'assists': 183, 'year': 1878, 'errors': 59, 'putouts': 141}]",Charles James Sweasy,[],[]
R,72,R,180,"[{'runs': 1, 'hits': 2, 'at bats': 14, 'year': 1940}]",Bayonne,USA,5,3,NJ,1917,"[{'assists': 5, 'year': 1940, 'errors': 2, 'putouts': 5}]",Alex Monchak,[],[]
